id,min_et,min_st,min_rt,min_lf,min_vol
10405,11,1,8,56,1
10406,42,1,2,283,2
10407,15,2,8,82,7
10408,11,2,8,73,1
10409,20,1,2,134,1
10410,11,1,2,63,1
10411,11,1,6,54,1
10412,11,1,2,70,1
10413,34,2,2,232,18
10414,34,2,2,232,31
10415,34,2,2,228,1
10416,34,2,2,232,3
10417,11,2,8,68,1
10418,34,2,2,232,1
10419,34,2,2,228,1
10420,11,1,8,70,4
10421,34,2,2,235,173
10422,11,2,8,73,1
10423,11,1,2,70,1
10424,11,1,6,68,1
10425,20,1,2,134,1
10426,11,2,8,55,6
10427,21,1,2,135,2
10428,11,1,8,54,1
10429,5,1,1,8,1
10430,34,2,2,232,14
10431,11,2,2,181,1
10432,42,1,2,283,2
10433,11,1,8,73,3
10434,42,2,2,290,1
10435,15,2,8,71,1
10436,11,1,8,54,1
10437,11,1,8,167,1
10438,21,1,2,135,1
10439,11,2,8,60,1
10440,11,1,8,161,1
10441,34,2,2,232,2
10442,34,2,2,232,1
10443,20,1,2,134,1
10444,11,2,2,181,1
10445,11,1,8,201,2
10446,11,1,8,81,2
10447,11,1,6,68,1
10448,11,1,8,71,1
10449,34,2,2,227,1
10450,34,2,2,232,2
10451,35,4,2,307,1
10452,15,2,8,80,1
10453,11,1,4,47,1
10454,11,1,8,68,2
10455,15,2,8,82,4
10456,11,2,8,75,1
10457,20,1,2,134,1
10458,42,1,2,283,5
10459,15,2,8,82,6
10460,11,1,8,80,4
10461,11,1,8,209,2
10462,11,1,8,70,6
10463,34,2,2,234,17
10464,11,1,8,73,10
10465,11,1,8,73,1
10466,15,2,8,82,19
10467,11,1,8,71,3
10468,11,1,8,54,2
10469,34,2,2,232,1
10470,34,2,2,232,1
10471,11,2,8,70,1
10472,34,2,2,232,3
10473,34,2,2,232,1
10474,34,2,2,228,22
10475,11,1,8,71,1
10476,21,1,2,135,1
10477,11,1,8,196,1
10478,11,1,8,54,1
10479,20,1,2,134,1
10480,11,1,8,51,2
10481,42,1,2,283,10
10482,15,2,8,82,8
10483,11,1,8,73,15
10484,34,2,2,232,10
10485,11,1,2,75,1
10486,11,4,8,70,1
10487,34,2,2,232,9
10488,34,2,2,232,2
10489,11,1,8,56,4
10490,15,1,8,82,4
10491,34,2,2,232,2
10492,15,2,8,82,3
10493,11,1,8,80,3
10494,11,1,8,73,2
10495,34,2,2,230,3
10496,35,4,2,312,1
10497,11,1,8,54,2
10498,34,2,2,227,1
10499,10,4,3,39,1
10500,11,1,8,73,2
10501,15,2,8,80,2
10502,11,1,8,54,1
10503,34,2,2,232,1
10504,11,2,8,70,1
10505,34,2,2,232,4
10506,11,1,8,54,71
10507,11,2,8,44,1
10508,11,1,8,155,1
10509,11,1,8,82,3
10510,34,2,2,232,1
10511,15,2,8,82,29
10512,20,1,2,134,1
10513,11,1,8,54,1
10514,11,1,8,73,37
10515,24,1,2,239,1
10516,11,1,2,183,1
10517,15,2,8,71,2
10518,11,1,8,54,3
10519,34,2,2,227,1
10520,11,1,8,82,10
10521,15,2,8,82,2
10522,34,2,2,232,2
10523,11,2,2,54,1
10524,34,2,2,227,1
10525,11,1,8,54,1
10526,11,1,8,71,1
10527,11,1,8,73,8
10528,20,1,2,134,1
10529,34,2,2,227,2
10530,15,2,8,51,1
10531,11,1,8,55,1
10532,11,1,8,71,2
10533,11,2,8,181,1
10534,11,1,8,71,1
10535,11,1,8,68,2
10536,15,2,8,82,3
10537,11,1,8,55,16
10538,11,1,8,54,1
10539,11,1,8,71,2
10540,42,1,2,283,5
10541,34,2,2,228,2
10542,11,1,2,170,1
10543,34,2,2,232,8
10544,11,2,2,181,1
10545,15,1,8,82,15
10546,11,1,8,71,1
10547,15,2,8,82,18
10548,11,1,8,71,1
10549,42,4,2,368,2
10550,20,1,2,134,1
10551,23,4,7,306,1
10552,34,2,2,232,14
10553,15,2,8,71,1
10554,11,1,8,71,3
10555,34,2,2,233,1
10556,34,2,2,227,2
10557,34,2,2,232,2
10558,20,1,2,134,1
10559,11,1,6,68,2
10560,34,2,2,232,3
10561,11,1,8,80,1
10562,34,2,2,227,1
10563,15,1,8,71,1
10564,34,2,2,228,2
10565,35,4,2,307,1
10566,34,2,2,232,1
10567,34,2,2,232,1
10568,11,1,8,70,3
10569,34,2,2,227,1
10570,34,2,2,233,1
10571,11,1,8,73,28
10572,15,2,8,80,1
10573,11,1,8,55,8
10574,15,2,8,82,5
10575,15,2,8,82,2
10576,11,2,2,181,1
10577,34,2,2,232,2
10578,38,2,2,238,1
10579,34,2,2,227,1
10580,11,2,8,73,1
10581,42,1,2,283,3
10582,11,1,8,80,2
10583,42,1,2,283,9
10584,11,1,8,73,2
10585,11,2,7,75,2
10586,20,1,2,134,1
10587,34,2,2,232,1
10588,11,1,8,71,1
10589,15,2,8,71,1
10590,34,2,2,232,1
10591,15,2,8,82,17
10592,8,1,2,70,2
10593,34,2,2,228,1
10594,11,1,8,68,1
10595,11,1,2,55,1
10596,34,2,2,232,55
10597,11,1,2,71,2
10598,2,1,8,1,1
10599,11,1,8,54,1
10600,11,1,8,51,2
10601,34,2,2,232,1
10602,34,2,2,227,1
10603,11,1,6,68,2
10604,11,1,8,73,3
10605,34,2,2,232,1
10606,11,1,8,171,1
10607,11,1,8,81,8
10608,20,1,2,122,1
10609,11,1,8,68,1
10610,11,1,8,68,4
10611,34,2,2,232,1
10612,34,2,2,232,10
10613,34,2,2,232,3
10614,15,2,8,82,2
10615,11,1,8,54,3
10616,34,2,2,232,1
10617,20,1,2,134,1
10618,11,2,7,75,1
10619,34,2,2,232,1
10620,34,2,2,232,23
10621,11,1,6,54,1
10622,11,1,8,65,1
10623,34,2,2,227,1
10624,20,1,2,134,1
10625,22,4,7,303,1
10626,11,1,7,54,1
10627,34,2,2,228,1
10628,11,1,8,54,11
10629,20,1,2,95,1
10630,34,2,2,232,1
10631,54,5,2,360,1
10632,11,2,2,55,1
10633,22,4,7,303,1
10634,34,2,2,232,5
10635,34,2,2,232,1
10636,15,2,8,71,2
10637,20,1,2,134,1
10638,34,2,2,235,1
10639,20,1,2,134,1
10640,11,1,8,80,6
10641,11,1,8,71,3
10642,15,2,8,82,7
10643,34,2,2,232,2
10644,34,2,2,232,2
10645,11,2,8,73,2
10646,11,4,7,75,2
10647,34,2,2,232,1
10648,34,2,2,232,6
10649,34,2,2,228,1
10650,34,2,2,227,1
10651,20,1,2,134,1
10652,11,1,8,54,5
10653,11,1,6,68,1
10654,30,5,9,133,4
10655,20,1,2,134,1
10656,34,2,2,227,1
10657,11,2,8,55,1
10658,11,1,8,170,1
10659,11,1,8,73,8
10660,34,2,2,234,24
10661,11,1,8,71,1
10662,34,2,2,235,192
10663,34,2,2,232,21
10664,11,1,8,80,1
10665,11,1,8,71,2
10666,11,1,8,71,2
10667,15,2,8,82,17
10668,35,4,2,312,1
10669,42,1,2,283,1
10670,32,4,8,280,1
10671,11,1,8,54,1
10672,34,2,2,232,28
10673,34,2,2,233,1
10674,42,1,2,283,6
10675,15,2,8,82,3
10676,15,2,8,80,1
10677,34,2,2,227,1
10678,11,2,2,44,1
10679,34,2,2,232,15
10680,2,1,8,2,1
10681,15,2,8,82,7
10682,35,4,2,312,1
10683,34,2,2,232,2
10684,20,1,2,134,1
10685,11,1,8,80,1
10686,11,1,6,68,1
10687,34,2,2,228,1
10688,15,1,8,82,2
10689,11,1,8,170,1
10690,34,2,2,232,1
10691,15,2,8,82,16
10692,34,2,2,232,1
10693,34,2,2,221,1
10694,11,1,8,56,5
10695,15,2,8,82,2
10696,11,1,4,54,6
10697,13,1,6,273,1
10698,11,1,2,10,1
10699,11,1,8,54,2
10700,34,2,2,232,1
10701,34,2,2,228,1
10702,11,1,8,81,4
10703,11,1,8,55,4
10704,11,1,6,68,1
10705,34,2,2,232,4
10706,11,2,8,181,1
10707,34,2,2,228,1
10708,11,1,8,54,2
10709,34,2,2,227,2
10710,11,1,2,55,2
10711,34,2,2,232,1
10712,11,2,8,73,1
10713,15,2,2,80,2
10714,34,2,2,227,1
10715,11,1,8,53,1
10716,20,1,2,134,1
10717,15,2,8,82,4
10718,11,2,8,54,1
10719,34,2,2,232,4
10720,35,4,2,312,1
10721,15,2,8,82,2
10722,11,1,8,71,7
10723,11,1,2,134,1
10724,11,1,8,87,2
10725,20,1,2,134,1
10726,11,1,8,73,1
10727,11,2,8,54,2
10728,11,1,8,87,1
10729,15,2,8,82,4
10730,34,2,2,232,1
10731,35,4,2,312,1
10732,35,4,2,314,1
10733,34,2,2,229,1
10734,11,1,8,62,1
10735,34,2,2,232,1
10736,34,2,2,227,1
10737,34,2,2,232,22
10738,34,2,2,232,2
10739,15,2,8,80,1
10740,11,1,8,74,1
10741,11,2,8,55,1
10742,11,1,8,68,1
10743,34,2,2,232,8
10744,15,1,2,71,1
10745,34,2,2,232,1
10746,34,2,2,232,3
10747,11,1,8,73,1
10748,11,2,8,54,1
10749,34,2,2,228,30
10750,15,2,8,82,25
10751,15,2,8,82,3
10752,34,2,2,232,2
10753,34,2,2,227,2
10754,11,1,8,71,1
10755,11,1,8,54,1
10756,15,2,8,82,15
10757,11,1,8,73,23
10758,11,2,8,42,1
10759,11,2,8,73,1
10760,34,2,2,228,2
10761,11,1,8,54,1
10762,15,2,8,71,2
10763,34,2,2,232,1
10764,34,2,2,232,1
10765,15,2,8,82,2
10766,11,1,8,71,2
10767,35,4,2,312,1
10768,11,1,8,170,8
10769,34,2,2,232,5
10770,15,2,8,82,14
10771,15,2,8,80,1
10772,34,2,2,227,1
10773,34,2,2,232,1
10774,34,2,2,227,1
10775,11,1,6,54,1
10776,34,2,2,232,1
10777,11,1,8,202,1
10778,34,2,2,227,1
10779,34,2,2,227,1
10780,11,2,8,54,1
10781,34,2,2,227,2
10782,11,1,8,68,4
10783,15,2,8,82,8
10784,15,2,8,82,12
10785,11,4,8,55,1
10786,11,1,8,71,1
10787,11,2,8,44,1
10788,11,2,2,55,1
10789,34,2,2,232,1
10790,11,1,8,82,2
10791,34,2,2,232,1
10792,20,1,2,134,1
10793,34,2,2,227,1
10794,11,1,2,54,1
10795,15,2,8,68,1
10796,11,1,8,68,1
10797,11,1,8,71,3
10798,11,2,7,68,1
10799,29,1,9,132,1
10800,42,1,2,283,2
10801,35,4,2,307,1
10802,11,1,8,54,1
10803,15,2,8,82,10
10804,21,1,2,135,1
10805,35,4,2,312,2
10806,11,1,8,54,1
10807,34,2,2,232,19
10808,11,1,2,25,1
10809,42,1,2,283,1
10810,34,2,2,232,6
10811,20,1,2,134,1
10812,11,1,6,68,1
10813,11,1,2,80,1
10814,11,2,8,54,1
10815,42,1,2,283,5
10816,11,1,8,80,2
10817,34,2,2,232,4
10818,15,2,8,71,1
10819,34,2,2,227,2
10820,11,1,8,56,1
10821,35,4,2,313,1
10822,11,1,8,155,1
10823,34,2,2,227,1
10824,11,2,8,81,4
10825,34,2,2,227,4
10826,11,1,8,55,5
10827,15,2,8,82,11
10828,11,2,8,70,1
10829,11,1,8,56,2
10830,11,1,2,29,2
10831,34,2,2,229,1
10832,11,1,8,202,1
10833,34,2,2,227,1
10834,11,1,8,171,1
10835,15,2,8,80,1
10836,42,1,2,120,1
10837,11,1,8,55,2
10838,11,1,8,54,5
10839,11,2,8,54,2
10840,11,1,8,55,8
10841,11,1,8,80,8
10842,15,2,8,56,1
10843,11,1,2,44,1
10844,11,1,8,74,5
10845,34,2,2,232,5
10846,11,1,8,51,3
10847,34,2,2,232,18
10848,34,2,2,227,2
10849,34,2,2,233,1
10850,11,1,2,80,1
10851,11,1,2,47,1
10852,34,2,2,232,61
10853,34,2,2,232,7
10854,34,2,2,227,1
10855,42,1,2,283,1
10856,15,2,8,71,1
10857,15,2,8,80,1
10858,34,2,2,232,1
10859,11,1,2,201,1
10860,34,2,2,227,1
10861,35,4,2,95,1
10862,34,2,2,232,1
10863,34,2,2,232,2
10864,11,1,8,82,2
10865,11,4,8,54,1
10866,20,1,2,134,1
10867,11,1,8,82,15
10868,11,1,8,62,2
10869,11,1,8,82,4
10870,11,1,2,134,1
10871,11,1,8,80,1
10872,34,2,2,232,3
10873,20,1,2,134,1
10874,11,1,8,71,1
10875,34,2,2,232,1
10876,34,2,2,232,1
10877,34,2,2,227,1
10878,15,2,8,82,15
10879,34,2,2,227,1
10880,34,2,2,232,2
10881,22,4,7,222,1
10882,15,2,8,80,1
10883,34,2,2,232,1
10884,11,2,8,44,1
10885,11,2,8,73,1
10886,11,1,8,56,1
10887,11,1,8,80,11
10888,11,1,8,71,1
10889,34,2,2,232,12
10890,11,2,8,68,1
10891,34,2,2,227,1
10892,11,2,8,68,2
10893,34,2,2,235,1
10894,34,2,2,233,1
10895,15,2,8,82,1
10896,15,2,8,82,2
10897,42,1,2,283,3
10898,11,1,8,55,2
10899,11,1,8,66,1
10900,34,2,2,229,6
10901,11,2,8,73,1
10902,11,1,8,82,6
10903,34,2,2,234,1
10904,20,1,2,134,1
10905,11,1,2,55,1
10906,54,1,2,359,1
10907,20,1,2,134,1
10908,34,2,2,232,11
10909,35,4,2,312,1
10910,11,1,8,73,6
10911,35,4,2,312,2
10912,11,1,8,44,1
10913,11,1,8,80,2
10914,34,2,2,232,1
10915,34,2,2,232,4
10916,11,2,8,51,1
10917,11,1,8,55,1
10918,11,1,8,195,2
10919,34,2,2,232,3
10920,34,2,2,232,4
10921,11,1,8,56,55
10922,11,1,8,74,2
10923,34,2,2,229,1
10924,11,2,8,87,1
10925,11,1,8,54,2
10926,11,1,4,163,1
10927,35,4,2,95,1
10928,11,1,8,80,5
10929,11,1,8,73,3
10930,34,2,2,221,1
10931,11,1,8,82,1
10932,11,1,8,55,17
10933,11,1,2,71,3
10934,11,1,8,71,3
10935,34,2,2,232,1
10936,11,1,8,70,28
10937,15,2,8,82,4
10938,11,1,8,54,97
10939,11,1,8,54,1
10940,20,1,2,134,1
10941,11,1,8,73,2
10942,11,1,8,80,1
10943,11,1,8,171,1
10944,11,1,8,80,1
10945,20,1,2,134,1
10946,34,2,2,232,1
10947,11,1,8,82,5
10948,34,2,2,227,1
10949,34,2,2,232,4
10950,11,1,8,81,2
10951,34,2,2,232,6
10952,35,4,2,307,1
10953,34,2,2,232,1
10954,22,4,7,302,1
10955,34,2,2,232,2
10956,34,2,2,232,1
10957,11,2,8,73,1
10958,11,1,6,68,1
10959,34,2,2,232,5
10960,11,1,8,70,1
10961,20,1,2,134,1
10962,10,1,3,35,1
10963,34,2,2,232,2
10964,20,1,2,94,1
10965,34,2,2,232,1
10966,23,4,7,306,2
10967,34,2,2,232,28
10968,2,1,8,7,1
10969,50,1,2,289,3
10970,11,1,8,80,1
10971,15,2,8,82,4
10972,11,1,4,54,4
10973,34,2,2,232,2
10974,11,2,4,170,1
10975,34,2,2,232,1
10976,35,4,2,312,1
10977,20,1,2,134,1
10978,34,2,2,232,3
10979,11,1,8,71,6
10980,15,2,8,82,20
10981,20,1,2,134,1
10982,34,2,2,227,1
10983,11,2,7,75,1
10984,11,1,8,55,1
10985,15,2,8,80,1
10986,11,1,8,82,2
10987,11,1,6,68,2
10988,11,1,8,170,1
10989,34,2,2,227,3
10990,15,1,2,71,1
10991,34,2,2,227,6
10992,11,1,8,54,2
10993,11,1,8,71,1
10994,11,1,8,54,8
10995,11,1,2,54,1
10996,11,1,8,80,1
10997,11,1,8,71,1
10998,11,1,2,71,20
10999,35,4,2,307,1
11000,20,1,2,134,1
11001,11,1,8,70,1
11002,34,2,2,228,1
11003,34,2,2,227,1
11004,15,2,8,82,12
11005,11,1,8,80,1
11006,15,2,8,71,1
11007,35,4,2,307,1
11008,11,1,8,155,1
11009,35,4,2,312,1
11010,20,1,2,134,1
11011,34,2,2,229,1
11012,15,2,8,80,1
11013,34,2,2,232,1
11014,34,2,2,221,1
11015,11,1,8,68,2
11016,15,2,8,56,1
11017,11,1,8,71,2
11018,34,2,2,232,3
11019,11,1,8,55,1
11020,11,1,6,54,1
11021,11,1,8,71,4
11022,34,2,2,232,14
11023,20,1,2,134,1
11024,35,4,2,307,1
11025,11,2,8,73,1
11026,11,1,8,71,2
11027,32,4,8,280,1
11028,11,1,2,55,1
11029,11,2,8,42,1
11030,11,1,8,71,3
11031,15,2,8,82,4
11032,11,1,6,68,3
11033,34,2,2,235,1
11034,34,2,2,232,10
11035,34,2,2,232,1
11036,34,2,2,232,9
11037,15,2,8,80,2
11038,34,2,2,227,1
11039,11,2,8,42,1
11040,34,2,2,232,2
11041,11,1,8,54,2
11042,42,1,2,283,1
11043,34,2,2,232,27
11044,34,2,2,227,1
11045,34,2,2,232,4
11046,11,1,8,81,2
11047,34,2,2,227,2
11048,15,2,8,71,1
11049,20,1,2,134,1
11050,34,2,2,232,4
11051,11,1,4,68,1
11052,35,4,2,307,1
11053,15,2,8,82,6
11054,11,2,8,70,2
11055,11,1,2,54,1
11056,42,1,2,283,1
11057,35,4,2,307,1
11058,20,1,2,134,1
11059,30,5,9,133,8
11060,11,2,8,54,2
11061,11,1,8,73,2
11062,11,1,6,54,1
11063,11,2,8,54,2
11064,34,2,2,232,1
11065,11,1,8,56,4
11066,34,2,2,228,20
11067,34,2,2,232,1
11068,34,2,2,227,1
11069,15,2,8,82,9
11070,23,4,7,306,2
11071,11,1,4,47,4
11072,34,2,2,232,3
11073,11,1,8,55,20
11074,34,2,2,232,3
11075,15,2,8,82,2
11076,10,5,3,153,1
11077,34,2,2,233,1
11078,42,1,2,283,5
11079,34,2,2,229,1
11080,34,2,2,232,6
11081,34,2,2,232,1
11082,15,2,8,82,4
11083,34,2,2,227,1
11084,20,1,2,134,1
11085,34,2,2,233,2
11086,11,1,8,73,7
11087,11,1,8,71,4
11088,15,2,8,82,3
11089,34,2,2,232,3
11090,11,2,7,68,1
11091,42,2,2,283,2
11092,15,2,8,82,3
11093,11,1,8,63,1
11094,20,1,2,134,1
11095,34,2,2,232,2
11096,11,4,8,54,4
11097,20,1,2,134,1
11098,35,4,2,307,1
11099,11,2,8,55,3
11100,15,2,8,82,7
11101,11,1,8,54,1
11102,11,4,8,54,2
11103,20,1,2,134,1
11104,34,2,2,221,1
11105,15,2,8,68,1
11106,34,2,2,232,4
11107,11,1,8,80,2
11108,11,1,8,71,6
11109,15,1,2,82,1
11110,34,2,2,232,2
11111,11,1,8,53,2
11112,11,1,8,81,2
11113,11,1,8,54,5
11114,15,2,8,82,2
11115,20,1,2,134,1
11116,11,1,8,54,1
11117,34,2,2,234,31
11118,34,2,2,234,1
11119,15,2,8,82,4
11120,11,1,2,68,1
11121,34,2,2,232,3
11122,23,4,7,223,3
11123,34,2,2,234,1
11124,11,2,8,70,3
11125,34,2,2,232,1
11126,11,1,8,70,6
11127,15,2,8,82,1
11128,20,1,2,134,1
11129,15,2,8,80,1
11130,11,1,6,68,2
11131,35,4,2,312,1
11132,11,2,8,47,1
11133,15,2,8,82,3
11134,11,1,8,54,1
11135,34,2,2,227,1
11136,20,1,2,134,1
11137,11,1,8,54,1
11138,11,1,8,71,2
11139,11,1,8,71,32
11140,11,1,4,47,3
11141,11,1,8,170,1
11142,11,1,8,55,6
11143,34,2,2,228,20
11144,11,1,8,71,2
11145,11,1,2,71,6
11146,11,1,8,71,10
11147,11,1,8,70,1
11148,42,1,2,283,2
11149,34,2,2,228,1
11150,34,2,2,232,1
11151,20,1,2,134,1
11152,35,4,2,312,1
11153,11,2,8,55,2
11154,15,2,8,82,6
11155,34,2,2,227,1
11156,10,1,2,39,1
11157,11,2,8,70,1
11158,11,2,8,68,1
11159,20,1,2,134,1
11160,11,1,8,70,4
11161,11,1,8,71,1
11162,27,5,9,319,1
11163,35,4,2,301,1
11164,34,2,2,232,18
11165,34,2,2,235,93
11166,11,2,8,73,1
11167,35,4,2,307,1
11168,35,4,2,310,1
11169,11,1,8,55,2
11170,35,4,2,312,1
11171,42,1,2,283,2
11172,34,2,2,232,3
11173,11,1,8,74,1
11174,5,1,1,8,1
11175,34,2,2,228,1
11176,34,2,2,232,10
11177,34,2,2,232,3
11178,15,2,8,82,11
11179,11,1,8,71,2
11180,34,2,2,233,1
11181,11,1,8,54,1
11182,11,1,8,170,7
11183,11,1,8,44,1
11184,11,1,8,82,14
11185,34,2,2,227,3
11186,15,1,8,82,10
11187,11,1,8,54,8
11188,42,1,2,283,1
11189,11,1,8,74,1
11190,34,2,2,232,1
11191,34,2,2,227,4
11192,11,1,8,51,1
11193,42,1,2,283,1
11194,11,1,8,54,2
11195,11,1,8,73,2
11196,34,2,2,232,6
11197,34,2,2,228,1
11198,11,1,6,68,1
11199,15,2,8,82,7
11200,21,1,2,135,1
11201,11,1,8,51,2
11202,35,4,2,307,1
11203,34,2,2,232,1
11204,11,2,8,73,3
11205,42,2,2,283,1
11206,11,1,8,55,4
11207,11,1,8,80,1
11208,11,1,8,71,1
11209,34,2,2,228,1
11210,11,1,8,55,2
11211,11,1,8,54,2
11212,20,1,2,134,1
11213,34,2,2,227,1
11214,35,4,2,313,2
11215,11,1,6,54,1
11216,15,1,8,71,1
11217,15,2,8,82,2
11218,15,2,8,82,4
11219,20,1,2,134,6
11220,11,1,8,73,5
11221,15,1,2,80,2
11222,20,1,2,134,2
11223,34,2,2,232,3
11224,15,2,8,80,2
11225,11,1,8,55,2
11226,34,2,2,232,10
11227,34,2,2,232,2
11228,34,2,2,232,3
11229,35,4,2,95,1
11230,11,1,8,73,6
11231,11,1,8,182,1
11232,20,1,2,134,1
11233,11,1,8,73,7
11234,34,2,2,228,1
11235,20,1,2,134,1
11236,11,1,8,82,10
11237,15,2,8,82,3
11238,20,1,2,134,2
11239,11,1,8,157,1
11240,15,2,8,82,7
11241,34,2,2,232,1
11242,11,1,2,193,2
11243,11,2,8,54,8
11244,11,1,8,55,1
11245,20,1,2,134,1
11246,11,1,8,82,10
11247,34,2,2,232,22
11248,34,2,2,232,2
11249,15,2,8,82,12
11250,34,2,2,232,4
11251,11,1,8,155,1
11252,15,2,8,82,8
11253,11,1,4,54,3
11254,34,2,2,232,1
11255,15,2,8,82,6
11256,11,1,8,73,1
11257,15,2,8,82,1
11258,34,2,2,232,10
11259,20,1,2,134,1
11260,15,2,8,82,33
11261,11,1,8,55,1
11262,15,2,8,71,4
11263,15,2,8,80,3
11264,11,2,4,54,1
11265,11,2,8,68,1
11266,11,1,4,54,1
11267,34,2,2,232,1
11268,15,2,8,82,6
11269,35,4,2,307,1
11270,34,2,2,221,2
11271,11,1,6,68,2
11272,35,4,2,307,1
11273,34,2,2,229,1
11274,34,2,2,232,1
11275,54,4,2,360,1
11276,15,2,8,82,6
11277,11,2,8,44,1
11278,34,2,2,232,1
11279,34,2,2,232,7
11280,23,4,7,223,1
11281,11,1,8,68,1
11282,34,2,2,232,19
11283,34,2,2,233,17
11284,15,2,8,71,5
11285,11,1,8,54,1
11286,15,2,8,82,7
11287,34,2,2,232,5
11288,34,2,2,227,1
11289,20,1,2,134,1
11290,20,1,2,134,1
11291,11,1,6,68,2
11292,11,1,8,54,3
11293,11,2,8,73,3
11294,35,4,2,312,2
11295,50,1,2,289,1
11296,34,2,2,227,1
11297,11,1,8,54,1
11298,11,2,8,68,1
11299,11,2,8,73,2
11300,34,2,2,230,1
11301,35,4,2,312,1
11302,11,1,8,54,1
11303,34,2,2,234,1
11304,11,2,8,70,3
11305,34,2,2,227,1
11306,34,2,2,232,7
11307,15,2,8,68,1
11308,20,1,2,134,1
11309,15,2,8,82,20
11310,34,2,2,233,1
11311,11,1,8,56,2
11312,34,2,2,232,1
11313,11,1,8,73,1
11314,34,2,2,227,2
11315,34,2,2,227,1
11316,15,2,8,82,3
11317,11,1,8,82,3
11318,34,2,2,232,2
11319,42,4,2,368,1
11320,15,2,8,82,14
11321,11,1,8,56,1
11322,11,1,8,80,1
11323,35,4,2,312,1
11324,11,1,2,55,3
11325,11,1,8,170,2
11326,20,1,2,95,1
11327,34,2,2,229,2
11328,11,1,8,71,1
11329,20,1,2,134,1
11330,15,2,8,51,1
11331,34,2,2,232,13
11332,34,2,2,232,1
11333,34,2,2,229,1
11334,34,2,2,232,11
11335,34,2,2,234,27
11336,34,2,2,232,1
11337,15,2,8,82,3
11338,20,1,2,134,1
11339,54,4,2,360,1
11340,35,4,2,312,7
11341,15,2,8,82,5
11342,34,2,2,233,1
11343,11,1,8,73,4
11344,34,2,2,232,1
11345,11,1,8,54,1
11346,11,1,8,71,2
11347,15,2,2,80,1
11348,11,2,8,87,1
11349,20,1,2,134,1
11350,34,2,2,232,1
11351,20,1,2,134,1
11352,15,1,2,82,1
11353,8,1,2,39,1
11354,15,2,8,80,1
11355,42,1,2,283,3
11356,11,1,8,54,2
11357,15,2,8,82,32
11358,11,1,8,73,5
11359,20,1,2,134,1
11360,34,2,2,232,2
11361,34,2,2,233,1
11362,34,2,2,234,1
11363,15,1,8,82,32
11364,11,1,8,80,3
11365,11,1,8,73,3
11366,15,2,8,56,1
11367,15,2,8,82,2
11368,11,1,8,54,2
11369,11,2,8,68,1
11370,34,2,2,234,27
11371,15,2,8,80,2
11372,11,1,4,170,4
11373,34,2,2,232,1
11374,42,1,2,283,1
11375,11,1,8,80,1
11376,34,2,2,232,1
11377,11,1,8,170,4
11378,20,1,2,134,1
11379,34,2,2,232,1
11380,34,2,2,234,1
11381,34,2,2,233,2
11382,11,1,8,54,1
11383,20,1,2,134,1
11384,34,2,2,232,2
11385,15,1,2,82,6
11386,34,2,2,229,1
11387,34,2,2,232,5
11388,11,2,8,181,1
11389,34,2,2,232,12
11390,11,2,8,42,2
11391,34,2,2,232,3
11392,34,2,2,233,1
11393,34,2,2,233,4
11394,15,2,8,68,1
11395,11,2,8,54,2
11396,34,2,2,232,1
11397,15,2,8,82,5
11398,15,2,8,82,3
11399,34,2,2,221,1
11400,11,1,8,55,1
11401,20,1,2,95,1
11402,34,2,2,227,1
11403,15,2,8,82,7
11404,15,2,8,82,26
11405,11,1,8,55,1
11406,34,2,2,232,1
11407,34,2,2,232,5
11408,11,1,8,80,2
11409,34,2,2,232,1
11410,15,2,8,82,1
11411,11,1,6,54,1
11412,34,2,2,232,23
11413,35,4,2,312,1
11414,34,2,2,232,14
11415,54,4,2,360,1
11416,34,2,2,232,25
11417,34,2,2,232,10
11418,34,2,2,232,51
11419,15,2,8,71,2
11420,34,2,2,232,36
11421,11,1,2,70,1
11422,34,2,2,229,1
11423,11,1,6,68,1
11424,34,2,2,229,1
11425,11,1,8,54,2
11426,15,2,8,82,18
11427,11,1,8,73,1
11428,34,2,2,232,1
11429,11,1,8,74,39
11430,20,1,2,219,1
11431,11,1,8,55,2
11432,54,5,2,360,2
11433,34,2,2,233,1
11434,42,1,2,283,1
11435,11,1,8,54,1
11436,20,1,2,134,1
11437,11,1,8,76,2
11438,11,1,8,73,2
11439,11,2,8,70,2
11440,20,1,2,134,1
11441,15,2,8,82,4
11442,42,1,2,283,6
11443,34,2,2,232,1
11444,11,1,8,80,6
11445,35,4,2,307,1
11446,11,1,8,54,2
11447,34,2,2,232,1
11448,11,2,8,55,1
11449,22,4,7,305,3
11450,11,1,8,68,1
11451,11,2,8,195,2
11452,11,1,8,71,1
11453,11,1,8,54,1
11454,20,1,2,134,1
11455,34,2,2,233,2
11456,15,2,8,82,2
11457,11,1,6,68,2
11458,11,1,2,55,1
11459,11,1,8,74,2
11460,11,1,8,71,7
11461,11,1,8,170,1
11462,20,1,2,134,2
11463,34,2,2,232,21
11464,11,1,8,80,2
11465,34,2,2,233,2
11466,6,2,1,80,2
11467,11,1,8,73,7
11468,11,1,8,82,2
11469,20,1,2,134,1
11470,34,2,2,232,1
11471,34,2,2,232,2
11472,11,1,8,71,2
11473,20,1,2,134,1
11474,11,1,2,55,1
11475,11,1,8,73,45
11476,34,2,2,232,16
11477,34,2,2,229,1
11478,11,1,6,54,1
11479,34,2,2,229,1
