id,count_et,count_st,count_rt,count_lf,count_vol
9343,2,1,1,2,2
9344,1,1,1,2,1
9345,2,1,1,2,2
9346,2,1,1,2,2
9347,1,1,1,2,2
9348,2,1,1,6,2
9349,2,1,1,2,2
9350,1,1,1,3,2
9351,1,1,1,2,1
9352,2,1,1,10,1
9353,2,1,1,7,1
9354,1,1,1,1,1
9355,1,1,1,1,1
9356,1,1,1,2,2
9357,3,1,3,3,2
9358,1,1,1,2,1
9359,2,1,1,6,4
9360,1,1,1,2,1
9361,3,1,3,5,1
9362,3,1,1,4,2
9363,1,1,1,2,1
9364,1,1,1,3,2
9365,2,1,1,6,4
9366,2,1,1,5,3
9367,2,1,1,2,2
9368,1,1,1,2,2
9369,2,1,1,5,3
9370,1,1,1,2,1
9371,1,1,1,1,1
9372,2,1,1,6,4
9373,4,1,3,8,4
9374,3,1,2,4,3
9375,1,1,1,2,2
9376,3,1,1,10,4
9377,1,1,1,2,2
9378,2,1,1,2,2
9379,2,1,1,3,3
9380,1,1,1,2,1
9381,3,1,2,5,1
9382,1,1,1,1,1
9383,2,1,1,2,1
9384,2,1,1,2,1
9385,2,1,1,2,2
9386,2,1,2,4,2
9387,1,1,1,2,1
9388,1,1,1,2,1
9389,2,1,1,2,1
9390,2,1,1,4,3
9391,2,1,1,3,2
9392,2,1,1,4,4
9393,2,1,1,6,5
9394,1,1,1,1,1
9395,1,1,1,1,1
9396,1,1,1,2,2
9397,2,1,1,2,1
9398,1,1,1,1,1
9399,1,1,1,2,2
9400,2,1,1,8,4
9401,1,1,1,2,1
9402,3,1,2,5,4
9403,1,1,1,2,2
9404,1,1,1,1,1
9405,2,1,1,2,2
9406,2,1,1,10,4
9407,2,1,2,2,2
9408,1,1,1,2,2
9409,1,1,1,3,3
9410,1,1,1,1,1
9411,2,1,1,6,5
9412,2,1,1,5,2
9413,2,1,1,2,2
9414,2,1,1,2,2
9415,2,1,1,4,2
9416,1,1,1,2,2
9417,2,1,1,6,5
9418,2,1,1,3,2
9419,3,1,1,4,1
9420,3,1,1,4,1
9421,1,1,1,8,3
9422,2,1,1,8,6
9423,1,1,1,3,2
9424,2,1,1,6,2
9425,1,1,1,4,3
9426,2,1,1,2,2
9427,1,1,1,2,1
9428,1,1,1,2,1
9429,2,1,1,4,2
9430,2,1,1,6,3
9431,1,1,1,1,1
9432,1,1,1,4,4
9433,2,1,1,3,1
9434,2,1,1,8,3
9435,1,1,1,1,1
9436,2,1,1,7,3
9437,2,1,1,2,1
9438,3,1,2,3,3
9439,2,1,1,7,7
9440,2,1,1,2,2
9441,2,1,1,10,2
9442,1,1,1,2,1
9443,1,1,1,1,1
9444,1,1,1,1,1
9445,2,1,1,2,2
9446,2,1,1,3,2
9447,2,1,1,2,2
9448,2,1,1,2,1
9449,2,1,1,2,2
9450,2,1,2,2,1
9451,2,1,1,2,2
9452,2,1,1,6,4
9453,2,1,1,8,6
9454,2,1,1,2,2
9455,2,1,1,2,2
9456,4,1,1,6,1
9457,1,1,1,1,1
9458,2,1,1,2,2
9459,1,1,1,1,1
9460,1,1,1,2,2
9461,1,1,1,1,1
9462,1,1,1,1,1
9463,2,1,1,2,2
9464,1,1,1,2,1
9465,2,1,1,4,1
9466,1,1,1,2,2
9467,1,1,1,1,1
9468,2,1,1,2,1
9469,1,1,1,2,2
9470,1,1,1,2,1
9471,1,1,1,3,2
9472,2,1,1,5,5
9473,2,1,1,12,5
9474,1,1,1,5,1
9475,3,1,1,8,2
9476,1,1,1,2,1
9477,1,1,1,3,3
9478,2,1,1,3,3
9479,2,1,1,2,2
9480,1,1,1,2,2
9481,1,1,1,1,1
9482,1,1,1,2,2
9483,1,1,1,4,3
9484,1,1,1,1,1
9485,1,1,1,2,1
9486,1,1,1,2,1
9487,1,1,1,2,2
9488,2,1,1,2,2
9489,3,1,1,6,2
9490,1,1,1,2,2
9491,2,1,1,4,3
9492,2,1,1,4,2
9493,2,1,1,2,2
9494,2,1,1,3,1
9495,2,1,1,3,1
9496,1,1,1,2,1
9497,2,1,1,6,6
9498,3,1,2,7,2
9499,1,1,1,2,2
9500,2,1,1,2,1
9501,1,1,1,2,2
9502,1,1,1,1,1
9503,3,1,1,5,2
9504,1,1,1,2,2
9505,1,1,1,4,1
9506,2,1,1,5,1
9507,1,1,1,4,3
9508,2,1,1,10,4
9509,2,1,2,4,2
9510,1,1,1,2,1
9511,1,1,1,1,1
9512,1,1,1,2,2
9513,3,1,1,4,3
9514,1,1,1,1,1
9515,2,1,1,15,13
9516,1,1,1,1,1
9517,1,1,1,2,2
9518,1,1,1,2,1
9519,1,1,1,3,3
9520,2,1,2,3,1
9521,2,1,1,2,2
9522,1,1,1,2,2
9523,2,1,1,2,2
9524,1,1,1,1,1
9525,2,1,1,2,1
9526,2,1,1,6,6
9527,1,1,1,3,3
9528,1,1,1,1,1
9529,1,1,1,2,1
9530,2,1,1,13,10
9531,1,1,1,4,2
9532,1,1,1,1,1
9533,1,1,1,2,1
9534,2,1,1,3,2
9535,2,1,1,2,2
9536,2,1,1,2,1
9537,1,1,1,1,1
9538,1,1,1,1,1
9539,2,1,1,4,2
9540,3,1,2,6,5
9541,3,1,2,3,1
9542,1,1,1,2,1
9543,2,1,1,2,1
9544,1,1,1,4,3
9545,2,1,1,5,2
9546,2,1,1,2,2
9547,2,1,1,11,9
9548,1,1,1,2,1
9549,1,1,1,1,1
9550,1,1,1,2,1
9551,2,1,1,2,2
9552,2,1,1,4,3
9553,2,1,1,2,2
9554,3,1,2,5,4
9555,1,1,1,2,1
9556,2,1,1,2,1
9557,1,1,1,2,1
9558,1,1,1,1,1
9559,2,1,1,4,2
9560,1,1,1,2,2
9561,2,1,1,12,9
9562,1,1,1,1,1
9563,2,1,2,5,2
9564,2,1,1,3,3
9565,2,1,1,5,5
9566,2,1,1,2,2
9567,1,1,1,1,1
9568,2,1,1,2,2
9569,1,1,1,1,1
9570,1,1,1,2,1
9571,2,1,1,4,4
9572,2,1,1,2,1
9573,1,1,1,1,1
9574,2,1,1,2,2
9575,1,1,1,4,4
9576,1,1,1,6,2
9577,1,1,1,2,2
9578,2,1,1,8,3
9579,2,1,1,2,2
9580,2,1,2,3,1
9581,2,1,1,2,1
9582,2,1,1,2,1
9583,2,1,1,7,4
9584,2,1,1,5,2
9585,2,1,1,5,1
9586,1,1,1,1,1
9587,1,1,1,2,1
9588,2,1,1,2,1
9589,2,1,1,4,4
9590,2,1,1,2,2
9591,1,1,1,1,1
9592,1,1,1,2,2
9593,2,1,1,3,3
9594,1,1,1,2,2
9595,1,1,1,1,1
9596,2,1,1,2,2
9597,2,1,2,2,1
9598,2,1,1,3,3
9599,1,1,1,2,2
9600,2,1,1,3,1
9601,3,1,1,5,3
9602,2,1,1,2,1
9603,1,1,1,2,2
9604,1,1,1,1,1
9605,2,1,1,2,2
9606,1,1,1,1,1
9607,1,1,1,1,1
9608,2,1,1,2,2
9609,2,1,1,3,3
9610,1,1,1,2,2
9611,1,1,1,2,2
9612,2,1,1,3,2
9613,2,1,1,2,2
9614,1,1,1,2,1
9615,2,1,1,2,2
9616,2,1,1,6,3
9617,2,1,1,4,1
9618,1,1,1,1,1
9619,2,1,1,5,4
9620,2,1,2,4,2
9621,2,1,1,2,2
9622,2,1,1,2,2
9623,1,1,1,1,1
9624,2,1,1,4,3
9625,2,1,1,4,3
9626,1,1,1,1,1
9627,1,1,1,3,3
9628,2,1,1,5,3
9629,2,1,1,2,1
9630,1,1,1,2,2
9631,1,1,1,2,2
9632,1,1,1,8,4
9633,3,1,2,5,1
9634,2,1,2,3,2
9635,3,1,1,8,1
9636,2,1,1,6,5
9637,1,1,1,2,1
9638,2,1,2,3,1
9639,2,1,1,2,2
9640,2,1,1,6,4
9641,2,1,1,4,1
9642,1,1,1,2,2
9643,2,1,2,4,2
9644,2,1,1,2,1
9645,2,1,1,5,2
9646,2,1,1,6,2
9647,1,1,1,2,2
9648,1,1,1,3,3
9649,1,1,1,2,2
9650,2,1,1,2,1
9651,2,1,1,2,2
9652,2,1,1,2,1
9653,2,1,1,4,3
9654,1,1,1,3,3
9655,2,1,1,7,5
9656,1,1,1,1,1
9657,2,1,1,4,2
9658,2,1,2,3,2
9659,2,1,1,4,3
9660,2,1,1,4,4
9661,1,1,1,1,1
9662,2,1,1,2,2
9663,1,1,1,2,2
9664,1,1,1,2,1
9665,2,1,1,2,1
9666,1,1,1,2,2
9667,2,1,1,4,2
9668,2,1,1,2,2
9669,2,1,1,2,1
9670,3,1,2,4,4
9671,2,1,1,6,6
9672,1,1,1,2,1
9673,1,1,1,2,2
9674,2,1,1,2,2
9675,2,1,2,4,4
9676,1,1,1,1,1
9677,4,1,3,8,4
9678,1,1,1,1,1
9679,1,1,1,2,1
9680,1,1,1,1,1
9681,1,1,1,2,1
9682,1,1,1,3,3
9683,1,1,1,2,1
9684,2,1,1,2,1
9685,3,1,2,6,3
9686,3,1,2,1,1
9687,2,1,1,4,3
9688,1,1,1,1,1
9689,2,1,1,7,6
9690,1,1,1,2,2
9691,3,1,1,4,3
9692,1,1,1,2,2
9693,2,1,1,5,3
9694,2,1,1,6,6
9695,2,1,2,3,1
9696,2,1,1,3,3
9697,3,1,2,4,2
9698,1,1,1,2,1
9699,2,1,1,4,3
9700,2,1,1,2,1
9701,3,1,2,6,2
9702,2,1,1,2,2
9703,2,1,1,6,6
9704,1,1,1,2,1
9705,2,1,1,7,4
9706,1,1,1,2,1
9707,1,1,1,1,1
9708,2,1,1,2,1
9709,2,1,1,4,1
9710,2,1,2,3,2
9711,1,1,1,2,2
9712,2,1,1,3,2
9713,2,1,1,6,6
9714,3,1,3,5,2
9715,2,1,2,3,3
9716,3,1,3,2,1
9717,2,1,1,2,2
9718,1,1,1,2,2
9719,1,1,1,1,1
9720,2,1,1,6,5
9721,2,1,1,2,2
9722,1,1,1,1,1
9723,2,1,1,2,1
9724,2,1,1,2,2
9725,2,1,1,2,2
9726,2,1,1,4,2
9727,2,1,1,4,2
9728,1,1,1,3,3
9729,1,1,1,5,4
9730,2,1,1,3,3
9731,1,1,1,1,1
9732,2,1,1,4,3
9733,3,1,2,4,3
9734,2,1,1,5,1
9735,1,1,1,2,2
9736,1,1,1,1,1
9737,2,1,1,2,1
9738,2,1,2,4,2
9739,1,1,1,2,2
9740,1,1,1,1,1
9741,3,1,2,6,3
9742,1,1,1,4,4
9743,4,1,4,10,8
9744,2,1,1,4,1
9745,1,1,1,2,2
9746,2,1,1,2,2
9747,1,1,1,2,2
9748,2,1,1,6,2
9749,1,1,1,1,1
9750,3,1,2,10,3
9751,2,1,1,2,2
9752,2,1,1,7,5
9753,3,1,3,3,2
9754,2,1,1,2,2
9755,1,1,1,2,2
9756,2,1,1,4,2
9757,1,1,1,2,2
9758,1,1,1,2,2
9759,3,1,2,8,5
9760,2,1,1,5,5
9761,2,1,2,6,5
9762,4,1,2,5,3
9763,1,1,1,1,1
9764,2,1,2,4,2
9765,1,1,1,2,2
9766,1,1,1,2,2
9767,2,1,1,4,4
9768,2,1,2,2,2
9769,1,1,1,1,1
9770,1,1,1,2,2
9771,3,1,1,6,3
9772,1,1,1,1,1
9773,2,1,1,4,2
9774,1,1,1,2,2
9775,1,1,1,2,1
9776,2,1,1,2,2
9777,1,1,1,2,2
9778,1,1,1,2,1
9779,2,1,1,6,4
9780,1,1,1,2,1
9781,1,1,1,2,2
9782,1,1,1,2,2
9783,2,1,1,2,1
9784,2,1,1,5,3
9785,2,1,1,3,3
9786,1,1,1,2,1
9787,3,1,3,5,3
9788,2,1,2,4,3
9789,1,1,1,2,1
9790,2,1,1,4,2
9791,3,1,2,5,1
9792,2,1,1,2,1
9793,2,1,1,2,1
9794,2,1,2,2,2
9795,2,1,1,2,2
9796,1,1,1,2,2
9797,1,1,1,2,2
9798,2,1,1,5,3
9799,2,1,1,4,2
9800,2,1,2,2,1
9801,3,1,1,7,4
9802,2,1,2,2,1
9803,2,1,1,6,3
9804,1,1,1,2,2
9805,2,1,1,5,5
9806,2,1,1,4,2
9807,1,1,1,2,2
9808,2,1,1,4,3
9809,1,1,1,1,1
9810,2,1,1,2,1
9811,2,1,1,2,2
9812,1,1,1,2,2
9813,1,1,1,1,1
9814,2,1,1,2,1
9815,3,1,2,4,3
9816,2,1,1,4,1
9817,2,1,1,4,4
9818,1,1,1,3,1
9819,1,1,1,2,1
9820,1,1,1,4,4
9821,1,1,1,2,2
9822,2,1,1,5,4
9823,2,1,1,2,1
9824,2,1,2,3,2
9825,1,1,1,1,1
9826,2,1,1,6,2
9827,2,1,1,5,5
9828,3,1,2,3,3
9829,2,1,2,1,1
9830,2,1,1,2,1
9831,2,1,1,3,1
9832,2,1,1,5,4
9833,2,1,1,4,4
9834,2,1,1,4,4
9835,3,1,1,3,3
9836,1,1,1,2,2
9837,1,1,1,2,1
9838,2,1,1,4,4
9839,2,1,1,2,1
9840,2,1,1,4,3
9841,3,1,2,8,4
9842,2,1,1,2,2
9843,2,1,1,4,3
9844,1,1,1,2,1
9845,2,1,1,4,3
9846,2,1,1,2,2
9847,2,1,1,3,1
9848,1,1,1,2,2
9849,2,1,1,2,2
9850,1,1,1,1,1
9851,1,1,1,2,1
9852,1,1,1,2,2
9853,1,1,1,2,1
9854,1,1,1,2,2
9855,2,1,1,2,2
9856,1,1,1,2,1
9857,1,1,1,2,2
9858,2,1,1,2,1
9859,1,1,1,2,2
9860,1,1,1,2,2
9861,1,1,1,2,1
9862,2,1,1,6,4
9863,2,1,1,4,3
9864,1,1,1,3,2
9865,2,1,1,2,1
9866,2,1,1,10,10
9867,2,1,2,3,2
9868,1,1,1,1,1
9869,2,1,1,6,5
9870,1,1,1,4,2
9871,1,1,1,2,1
9872,3,1,1,4,1
9873,2,1,1,8,3
9874,1,1,1,2,2
9875,2,1,1,4,4
9876,2,1,2,4,4
9877,1,1,1,1,1
9878,1,1,1,2,1
9879,1,1,1,3,3
9880,2,1,1,2,1
9881,1,1,1,3,3
9882,2,1,1,12,9
9883,1,1,1,2,1
9884,1,1,1,3,3
9885,2,1,2,4,1
9886,3,1,1,4,1
9887,2,1,1,11,9
9888,2,1,2,2,1
9889,1,1,1,1,1
9890,1,1,1,2,2
9891,1,1,1,2,1
9892,1,1,1,1,1
9893,3,1,1,6,5
9894,1,1,1,2,1
9895,2,1,2,2,1
9896,1,1,1,2,1
9897,1,1,1,1,1
9898,2,1,1,12,3
9899,2,1,1,2,2
9900,1,1,1,2,2
9901,2,1,1,1,1
9902,2,1,1,2,2
9903,1,1,1,2,2
9904,2,1,1,4,2
9905,2,1,1,2,2
9906,1,1,1,2,2
9907,1,1,1,3,2
9908,1,1,1,1,1
9909,2,1,1,2,1
9910,1,1,1,2,2
9911,1,1,1,2,2
9912,2,1,1,6,4
9913,2,1,2,2,1
9914,2,1,1,3,1
9915,1,1,1,1,1
9916,1,1,1,2,2
9917,1,1,1,1,1
9918,1,1,1,2,2
9919,2,1,1,2,2
9920,2,1,2,2,2
9921,1,1,1,2,1
9922,1,1,1,2,2
9923,2,1,2,4,2
9924,3,1,3,11,5
9925,1,1,1,1,1
9926,2,1,1,2,2
9927,3,1,2,6,3
9928,1,1,1,2,2
9929,2,1,1,2,2
9930,2,1,1,4,4
9931,3,1,3,3,1
9932,1,1,1,1,1
9933,3,1,1,3,1
9934,2,1,1,2,2
9935,2,1,1,6,4
9936,2,1,1,3,1
9937,2,1,1,8,4
9938,3,1,3,3,1
9939,1,1,1,2,1
9940,2,1,1,4,4
9941,2,1,1,14,9
9942,2,1,1,2,2
9943,2,1,1,2,2
9944,1,1,1,1,1
9945,1,1,1,2,2
9946,1,1,1,2,1
9947,1,1,1,2,1
9948,2,1,1,4,2
9949,2,1,1,2,1
9950,1,1,1,2,1
9951,2,1,2,3,2
9952,3,1,1,4,2
9953,2,1,1,2,2
9954,2,1,1,6,2
9955,1,1,1,2,2
9956,2,1,1,6,5
9957,5,1,4,5,2
9958,2,1,1,2,2
9959,2,1,2,4,4
9960,2,1,1,8,2
9961,1,1,1,1,1
9962,1,1,1,2,2
9963,1,1,1,1,1
9964,2,1,1,4,2
9965,2,1,1,10,8
9966,1,1,1,2,1
9967,1,1,1,2,1
9968,1,1,1,2,2
9969,2,1,1,5,4
9970,1,1,1,5,4
9971,2,1,1,4,2
9972,1,1,1,2,1
9973,1,1,1,1,1
9974,1,1,1,3,3
9975,1,1,1,2,2
9976,3,1,3,6,6
9977,2,1,1,4,4
9978,1,1,1,1,1
9979,2,1,1,2,2
9980,1,1,1,3,3
9981,1,1,1,2,1
9982,1,1,1,2,2
9983,3,1,1,7,1
9984,2,1,1,5,5
9985,2,1,1,6,2
9986,1,1,1,2,1
9987,2,1,1,2,2
9988,1,1,1,2,2
9989,3,1,2,4,3
9990,2,1,1,3,2
9991,2,1,1,8,5
9992,3,1,2,3,2
9993,3,1,1,6,5
9994,2,1,2,3,2
9995,1,1,1,2,1
9996,2,1,1,6,4
9997,1,1,1,2,1
9998,2,1,1,3,3
9999,3,1,1,3,1
10000,2,1,1,7,2
10001,2,1,1,10,2
10002,2,1,1,2,1
10003,2,1,2,1,1
10004,1,1,1,2,2
10005,3,1,3,2,1
10006,2,1,1,4,4
10007,2,1,1,5,1
10008,2,1,1,6,4
10009,3,1,1,4,1
10010,2,1,1,2,1
10011,1,1,1,2,1
10012,3,1,3,1,1
10013,1,1,1,2,1
10014,1,1,1,3,3
10015,2,1,2,3,1
10016,2,1,2,4,2
10017,1,1,1,2,2
10018,2,1,2,4,3
10019,2,1,1,4,1
10020,1,1,1,1,1
10021,2,1,1,2,2
10022,1,1,1,2,2
10023,1,1,1,1,1
10024,2,1,1,2,2
10025,1,1,1,1,1
10026,1,1,1,2,1
10027,2,1,1,4,4
10028,1,1,1,3,2
10029,1,1,1,2,2
10030,2,1,1,3,3
10031,1,1,1,2,1
10032,1,1,1,2,1
10033,2,1,1,2,1
10034,1,1,1,2,2
10035,2,1,2,4,3
10036,1,1,1,2,2
10037,1,1,1,2,2
10038,1,1,1,3,3
10039,1,1,1,1,1
10040,2,1,1,3,1
10041,1,1,1,1,1
10042,2,1,1,2,2
10043,1,1,1,5,2
10044,1,1,1,1,1
10045,1,1,1,2,2
10046,1,1,1,3,3
10047,3,1,1,7,1
10048,1,1,1,1,1
10049,2,1,1,4,3
10050,1,1,1,2,1
10051,1,1,1,2,2
10052,2,1,1,2,2
10053,1,1,1,1,1
10054,2,1,1,3,3
10055,2,1,1,2,1
10056,2,1,1,6,4
10057,2,1,1,6,4
10058,2,1,1,4,4
10059,2,1,1,7,4
10060,1,1,1,1,1
10061,2,1,1,4,3
10062,3,1,2,6,5
10063,2,1,1,6,1
10064,2,1,1,2,2
10065,1,1,1,2,2
10066,3,1,1,6,4
10067,2,1,1,6,2
10068,2,1,1,4,4
10069,1,1,1,4,3
10070,2,1,1,7,3
10071,2,1,1,2,1
10072,2,1,1,4,4
10073,1,1,1,2,2
10074,3,1,1,7,1
10075,1,1,1,1,1
10076,2,1,1,2,2
10077,1,1,1,1,1
10078,2,1,1,6,1
10079,2,1,1,2,1
10080,2,1,1,2,2
10081,1,1,1,2,1
10082,2,1,1,4,4
10083,2,1,1,2,2
10084,1,1,1,5,4
10085,2,1,1,6,5
10086,1,1,1,2,1
10087,2,1,1,5,5
10088,2,1,1,2,1
10089,2,1,1,2,2
10090,2,1,1,2,2
10091,1,1,1,1,1
10092,2,1,1,2,1
10093,1,1,1,1,1
10094,2,1,1,4,2
10095,1,1,1,1,1
10096,1,1,1,2,1
10097,2,1,1,6,6
10098,1,1,1,2,1
10099,2,1,2,2,2
10100,1,1,1,2,1
10101,2,1,1,2,2
10102,1,1,1,1,1
10103,3,1,2,5,3
10104,1,1,1,3,3
10105,1,1,1,2,2
10106,2,1,1,4,1
10107,1,1,1,2,1
10108,2,1,1,5,5
10109,2,1,1,3,3
10110,1,1,1,4,4
10111,1,1,1,2,2
10112,1,1,1,2,1
10113,1,1,1,1,1
10114,2,1,1,2,2
10115,3,1,3,5,2
10116,1,1,1,2,1
10117,1,1,1,1,1
10118,2,1,1,4,3
10119,2,1,1,10,6
10120,1,1,1,3,1
10121,2,1,1,11,2
10122,2,1,1,15,11
10123,3,1,2,3,3
10124,2,1,2,2,1
10125,1,1,1,2,1
10126,2,1,1,6,6
10127,2,1,2,3,1
10128,2,1,1,6,3
10129,1,1,1,2,2
10130,2,1,1,2,1
10131,2,1,1,14,12
10132,2,1,1,4,4
10133,2,1,1,2,2
10134,3,1,1,8,4
10135,2,1,1,9,6
10136,2,1,1,7,2
10137,2,1,1,4,4
10138,2,1,1,4,2
10139,1,1,1,2,1
10140,3,1,2,7,3
10141,1,1,1,2,1
10142,2,1,1,2,2
10143,2,1,1,6,4
10144,1,1,1,2,2
10145,2,1,1,4,4
10146,1,1,1,2,1
10147,3,1,1,6,6
10148,2,1,1,2,2
10149,1,1,1,2,1
10150,2,1,1,3,3
10151,2,1,1,4,2
10152,3,1,1,4,2
10153,2,1,1,4,1
10154,2,1,1,2,2
10155,1,1,1,2,2
10156,2,1,1,7,3
10157,1,1,1,1,1
10158,2,1,1,3,3
10159,2,1,1,3,2
10160,2,1,1,3,1
10161,2,1,2,1,1
10162,2,1,1,6,6
10163,1,1,1,1,1
10164,2,1,2,3,2
10165,2,1,1,1,1
10166,1,1,1,1,1
10167,2,1,1,4,3
10168,2,1,1,6,4
10169,2,1,1,6,6
10170,1,1,1,1,1
10171,2,1,2,2,1
10172,1,1,1,1,1
10173,1,1,1,3,3
10174,2,1,1,2,1
10175,1,1,1,2,2
10176,2,1,2,3,2
10177,1,1,1,2,2
10178,2,1,1,2,2
10179,2,1,1,6,6
10180,2,1,1,1,1
10181,4,1,2,10,4
10182,2,1,1,2,2
10183,1,1,1,2,2
10184,2,1,1,4,3
10185,2,1,1,4,4
10186,1,1,1,3,2
10187,2,1,2,2,2
10188,2,1,1,2,1
10189,1,1,1,1,1
10190,2,1,1,2,1
10191,3,1,1,5,3
10192,2,1,1,2,2
10193,1,1,1,2,2
10194,2,1,1,2,2
10195,1,1,1,1,1
10196,1,1,1,2,2
10197,1,1,1,2,2
10198,2,1,1,4,1
10199,3,1,1,4,1
10200,1,1,1,2,2
10201,1,1,1,2,2
10202,1,1,1,1,1
10203,2,1,1,5,1
10204,1,1,1,2,2
10205,2,1,1,4,3
10206,1,1,1,2,1
10207,2,1,2,2,1
10208,1,1,1,2,2
10209,1,1,1,2,2
10210,2,1,1,4,2
10211,2,1,1,2,1
10212,1,1,1,1,1
10213,1,1,1,1,1
10214,1,1,1,1,1
10215,2,1,1,8,4
10216,2,1,1,2,2
10217,1,1,1,2,1
10218,2,1,1,8,5
10219,1,1,1,1,1
10220,3,1,1,5,2
10221,2,1,2,4,3
10222,1,1,1,2,2
10223,1,1,1,1,1
10224,1,1,1,1,1
10225,2,1,1,5,2
10226,1,1,1,2,2
10227,1,1,1,2,2
10228,2,1,1,4,1
10229,1,1,1,2,1
10230,2,1,1,10,6
10231,1,1,1,1,1
10232,2,1,1,6,2
10233,1,1,1,2,2
10234,3,1,3,4,2
10235,3,1,2,8,2
10236,2,1,1,2,2
10237,1,1,1,2,2
10238,2,1,1,4,2
10239,1,1,1,2,2
10240,1,1,1,1,1
10241,1,1,1,3,2
10242,2,1,1,4,4
10243,2,1,1,6,1
10244,1,1,1,3,1
10245,2,1,1,4,4
10246,1,1,1,2,2
10247,1,1,1,4,4
10248,1,1,1,2,2
10249,3,1,2,6,5
10250,2,1,1,2,2
10251,2,1,1,4,4
10252,1,1,1,2,2
10253,1,1,1,2,2
10254,1,1,1,2,2
10255,2,1,1,2,2
10256,1,1,1,2,1
10257,1,1,1,2,1
10258,1,1,1,1,1
10259,1,1,1,2,1
10260,1,1,1,1,1
10261,2,1,2,1,1
10262,3,1,1,5,2
10263,2,1,1,6,4
10264,2,1,1,8,4
10265,2,1,1,6,2
10266,1,1,1,2,2
10267,1,1,1,2,1
10268,3,1,1,6,4
10269,1,1,1,2,2
10270,1,1,1,1,1
10271,1,1,1,2,2
10272,1,1,1,2,2
10273,2,1,1,6,5
10274,3,1,1,7,3
10275,1,1,1,3,2
10276,1,1,1,1,1
10277,1,1,1,1,1
10278,2,1,1,4,4
10279,1,1,1,4,2
10280,3,1,2,8,2
10281,2,1,1,2,1
10282,2,1,1,4,1
10283,1,1,1,2,1
10284,2,1,1,4,4
10285,2,1,1,2,2
10286,1,1,1,2,2
10287,2,1,2,2,2
10288,1,1,1,1,1
10289,2,1,1,2,2
10290,3,1,3,3,2
10291,2,1,1,4,2
10292,1,1,1,1,1
10293,2,1,1,2,2
10294,1,1,1,2,2
10295,2,1,2,4,3
10296,1,1,1,2,1
10297,1,1,1,6,2
10298,2,1,1,4,2
10299,3,1,1,7,1
10300,2,1,1,4,2
10301,2,1,1,6,5
10302,2,1,1,2,2
10303,4,1,2,10,6
10304,2,1,1,4,2
10305,2,1,1,4,4
10306,1,1,1,6,3
10307,1,1,1,3,3
10308,3,1,1,6,3
10309,1,1,1,1,1
10310,2,1,1,2,2
10311,2,1,1,4,2
10312,1,1,1,1,1
10313,3,1,2,6,2
10314,2,1,1,2,2
10315,2,1,1,2,1
10316,2,1,1,4,2
10317,2,1,1,3,1
10318,2,1,1,2,2
10319,1,1,1,2,2
10320,1,1,1,2,1
10321,2,1,2,2,2
10322,2,1,1,5,3
10323,1,1,1,2,2
10324,4,1,1,6,3
10325,1,1,1,2,2
10326,2,1,2,2,1
10327,1,1,1,1,1
10328,1,1,1,1,1
10329,2,1,1,3,2
10330,1,1,1,1,1
10331,3,1,1,6,3
10332,2,1,1,2,1
10333,1,1,1,2,1
10334,2,1,1,3,3
10335,1,1,1,1,1
10336,1,1,1,1,1
10337,2,1,2,2,2
10338,1,1,1,2,2
10339,1,1,1,1,1
10340,1,1,1,2,2
10341,1,1,1,2,1
10342,2,1,2,4,2
10343,2,1,1,2,2
10344,3,1,2,6,1
10345,2,1,1,4,3
10346,2,1,1,2,1
10347,1,1,1,1,1
10348,1,1,1,2,1
10349,2,1,2,3,3
10350,2,1,1,4,3
10351,3,1,1,6,5
10352,2,1,1,5,2
10353,2,1,1,4,3
10354,11,1,2,17,8
10355,2,1,2,4,1
10356,1,1,1,1,1
10357,2,1,1,3,2
10358,1,1,1,2,1
10359,1,1,1,1,1
10360,1,1,1,5,5
10361,2,1,1,3,1
10362,1,1,1,1,1
10363,2,1,2,4,2
10364,1,1,1,1,1
10365,2,1,1,2,1
10366,1,1,1,1,1
10367,1,1,1,2,1
10368,2,1,1,2,2
10369,2,1,1,4,4
10370,1,1,1,2,2
10371,2,1,1,8,7
10372,2,1,1,3,2
10373,2,1,1,6,2
10374,1,1,1,1,1
10375,2,1,1,3,2
10376,2,1,1,4,3
10377,1,1,1,1,1
10378,1,1,1,4,1
10379,2,1,1,8,6
10380,1,1,1,2,2
10381,1,1,1,2,2
10382,2,1,1,2,1
10383,1,1,1,1,1
10384,2,1,1,2,1
10385,2,1,1,6,3
10386,1,1,1,2,2
10387,2,1,1,4,3
10388,2,1,1,4,2
10389,2,1,1,6,4
10390,2,1,2,3,2
10391,1,1,1,1,1
10392,2,1,1,4,3
10393,2,1,1,2,2
10394,1,1,1,2,1
10395,1,1,1,2,1
10396,2,1,1,8,6
10397,1,1,1,2,1
10398,2,1,1,5,2
10399,2,1,1,6,6
10400,1,1,1,2,1
10401,1,1,1,1,1
10402,2,1,1,4,4
10403,1,1,1,2,2
10404,2,1,1,4,3
10405,1,1,1,1,1
10406,3,1,1,6,4
10407,1,1,1,2,2
10408,1,1,1,1,1
10409,1,1,1,2,1
10410,3,1,2,7,4
10411,2,1,2,5,1
10412,2,1,2,4,4
10413,2,1,1,2,1
10414,2,1,1,2,1
10415,2,1,1,10,9
10416,2,1,1,4,2
10417,1,1,1,2,1
