id,mean_et,mean_st,mean_rt,mean_lf,mean_vol
9934,34.5,2,2,272,13.5
9935,13,1,8,138.333333333333,5.5
9936,27.5,1,2,218,2
9937,34.5,2,2,271.75,4.75
9938,19,1,4.33333333333333,219.666666666667,1
9939,11,1,8,119,1
9940,13,1,8,141.5,34.75
9941,34.5,2,2,276.5,11.7142857142857
9942,34.5,2,2,272,17.5
9943,34.5,2,2,272,20
9944,5,1,1,8,1
9945,15,2,8,142.5,1.5
9946,11,1,8,113,1
9947,11,1,8,148,3
9948,34.5,2,2,269.5,1.75
9949,34.5,2,2,272,2
9950,20,1,2,176.5,1
9951,15.5,1,5,131.666666666667,2
9952,31.6666666666667,1,2,177,2.5
9953,34.5,2,2,272,48.5
9954,34.5,2,2,270.666666666667,2.66666666666667
9955,54,1,2,360,15.5
9956,34.5,2,2,271.666666666667,25.3333333333333
9957,24.4,1,5.25,173.8,1.4
9958,13,1,8,140.5,1.5
9959,12,1,7,216.25,2.5
9960,34.5,2,2,270.75,2.5
9961,11,1,8,54,1
9962,15,2,8,142.5,6.5
9963,11,1,8,80,1
9964,34.5,2,2,269.5,1.5
9965,34.5,2,2,287.6,9.9
9966,11,2,8,141.5,2
9967,15,2,8,140.5,1
9968,11,2,8,75.5,1.5
9969,34.5,2,2,263.8,7.8
9970,11,1,8,116.6,2.4
9971,43,1,2,329.5,6.5
9972,11,2,8,136,1
9973,35,4,2,312,1
9974,15,2,8,118.666666666667,2.33333333333333
9975,15,2,8,142.5,14.5
9976,12.6666666666667,1,6,171.333333333333,7.33333333333333
9977,34.5,2,2,269,31
9978,11,1,8,70,1
9979,13,1,8,72.5,5
9980,15,2,8,121.666666666667,11.3333333333333
9981,11,1,8,112,16
9982,15,2,8,142.5,17
9983,29.6666666666667,1,2,259.857142857143,1
9984,34.5,2,2,279.6,10.4
9985,34.5,2,2,271,3.33333333333333
9986,30,5,9,175.5,1
9987,34.5,2,2,272,9.5
9988,11,1,8,134,4.5
9989,23,1,6.5,225.25,2
9990,34.5,2,2,257,1.33333333333333
9991,34.5,2,2,261.875,5.5
9992,32.3333333333333,1,5,168,5
9993,9.33333333333333,1,8,107.666666666667,11.6666666666667
9994,16.5,2,7.5,192.333333333333,1.33333333333333
9995,20,1,2,176.5,1
9996,13,1,8,136.5,5.33333333333333
9997,20,1,2,176.5,1
9998,13,1,8,130.666666666667,43.3333333333333
9999,43,2,2,344.666666666667,1
10000,34.5,2,2,286.285714285714,1.57142857142857
10001,34.5,2,2,262.6,1.2
10002,43,4,2,372,2
10003,32,1,2.5,35,1
10004,15,2,8,132,3.5
10005,12.6666666666667,1,6,199.5,1
10006,13,1,8,137.25,7.75
10007,34.5,2,2,279.4,1
10008,34.5,2,2,270.666666666667,7.16666666666667
10009,43,2,2,329.25,1
10010,34.5,2,2,272,6
10011,11,1,8,132,1
10012,26.3333333333333,2,4.66666666666667,54,1
10013,11,2,8,112,1
10014,15,2,8,121,10.6666666666667
10015,17,1,7.5,200.666666666667,1
10016,32.5,1,5,236.5,1.25
10017,15,2,8,142.5,17
10018,34.5,1,5,141.5,6.75
10019,34.5,2,2,269.5,1
10020,32,4,8,280,3
10021,34.5,2,2,272,54.5
10022,11,1,8,130.5,3.5
10023,17,1,2,126,2
10024,34.5,2,2,275,173
10025,35,4,2,312,2
10026,11,2,8,134,1
10027,13,1,8,137.25,19.75
10028,11,1,8,97.3333333333333,3
10029,15,2,8,142.5,15.5
10030,13,1,8,115.333333333333,9.33333333333333
10031,20,1,2,176.5,1
10032,35,4,2,306.5,1
10033,34.5,2,2,261,1
10034,15,2,8,142.5,22
10035,34.5,1,5,137.25,4.25
10036,11,2,8,134,26.5
10037,11,2,8,134,2
10038,11,1,8,109,372.666666666667
10039,15,2,8,80,1
10040,34.5,2,2,283.666666666667,1
10041,15,2,8,71,2
10042,34.5,2,2,272,22.5
10043,11,1,8,136.4,1.2
10044,11,1,8,171,1
10045,11,1,8,141.5,3.5
10046,15,2,8,115.333333333333,9.66666666666667
10047,29.6666666666667,1,2,247.142857142857,1
10048,50,4,2,374,1
10049,13,1,8,106.5,5.5
10050,11,1,8,138.5,1
10051,11,2,8,141.5,4.5
10052,34.5,2,2,272,14
10053,35,4,2,312,2
10054,34.5,2,2,287,2
10055,34.5,2,2,272,2
10056,34.5,2,2,274.333333333333,3.83333333333333
10057,34.5,2,2,273.333333333333,3
10058,34.5,2,2,269,22.25
10059,13,1,8,128.285714285714,2.14285714285714
10060,15,2,8,71,5
10061,13,1,8,137.25,4.75
10062,26.6666666666667,1,5,138.333333333333,11.3333333333333
10063,34.5,2,2,271,1
10064,13,1,8,132,6
10065,11,1,8,112,3.5
10066,26.6666666666667,1,8,132.5,13.8333333333333
10067,34.5,2,2,273.333333333333,2.33333333333333
10068,13,1,8,121,6.25
10069,11,1,8,136,2
10070,34.5,2,2,278.142857142857,2
10071,34.5,2,2,272,1
10072,34.5,2,2,273.5,8.75
10073,15,2,8,142.5,3
10074,29.6666666666667,1,2,259.714285714286,1
10075,35,4,2,301,1
10076,34.5,2,2,272,2
10077,15,2,8,56,1
10078,34.5,2,2,273,2
10079,34.5,2,2,272,1
10080,13,1,8,132,11
10081,10,4,3,96,1
10082,13,1,8,139.25,8
10083,34.5,2,2,261,1.5
10084,11,1,8,130.2,23.2
10085,34.5,2,2,271.666666666667,65.5
10086,20,1,2,176.5,1
10087,13,1,8,125.8,15.4
10088,34.5,2,2,272,2
10089,13,1,8,142.5,9.5
10090,13,1,8,142.5,10.5
10091,38,2,2,238,1
10092,13,1,8,140.5,1
10093,35,4,2,312,1
10094,13,1,8,137.25,2.5
10095,20,1,2,134,1
10096,20,1,2,176.5,1
10097,34.5,2,2,271.666666666667,58.6666666666667
10098,11,2,8,134,6
10099,32.5,1,5,112,64
10100,11,2,8,134,1
10101,34.5,2,2,272,6.5
10102,20,1,2,134,1
10103,26.6666666666667,1,5,127.4,3
10104,11,1,8,59,84
10105,15,2,8,142.5,5.5
10106,27.5,1,2,263.5,1
10107,15,2,8,132,2
10108,34.5,2,2,281,40.4
10109,13,1,8,113.333333333333,23.3333333333333
10110,15,2,8,141.5,20.75
10111,11,2,8,123.5,21.5
10112,11,1,8,140.5,5
10113,35,4,2,312,2
10114,34.5,2,2,272,7
10115,12.6666666666667,1,6,183.8,1.6
10116,11,2,8,107,1
10117,11,1,8,176,1
10118,34.5,2,2,269.5,2.25
10119,34.5,2,2,274,3.6
10120,11,1,8,91.3333333333333,1
10121,34.5,2,2,275.454545454545,1.36363636363636
10122,34.5,2,2,274.6,17.4
10123,18.6666666666667,2,7.5,201,2.66666666666667
10124,13,1,1.5,176.5,2
10125,15,2,8,140.5,1
10126,34.5,2,2,271.666666666667,61.6666666666667
10127,12,1,7,173.333333333333,1
10128,34.5,2,2,273.333333333333,4.83333333333333
10129,15,2,8,81,1.5
10130,34.5,2,2,272,1
10131,34.5,2,2,271.714285714286,22.7857142857143
10132,13,1,8,103,8
10133,13,1,8,123,2.5
10134,43,1,2,278.5,3.75
10135,34.5,2,2,275.444444444444,11.8888888888889
10136,34.5,2,2,266,1.42857142857143
10137,13,1,8,141.5,10.5
10138,34.5,2,2,293.5,1.25
10139,20,1,2,176.5,1
10140,26.6666666666667,2,5,220.571428571429,1.42857142857143
10141,20,1,2,176.5,1
10142,34.5,2,2,272,8.5
10143,34.5,2,2,271,7.16666666666667
10144,11,2,8,134,2.5
10145,34.5,2,2,291,3.5
10146,11,1,8,141.5,14
10147,43.6666666666667,1,2,331.5,11
10148,13,1,8,137,4.5
10149,15,2,8,142.5,10
10150,13,1,8,97,11.6666666666667
10151,34.5,2,2,269.5,1.75
10152,26.6666666666667,1,8,128.25,4
10153,34.5,2,2,270.5,1
10154,34.5,2,2,272,1.5
10155,11,2,8,134,7
10156,34.5,2,2,275.285714285714,3.71428571428571
10157,35,4,2,312,1
10158,22.5,4,7,277.666666666667,2.66666666666667
10159,13,1,8,121.666666666667,5.33333333333333
10160,27.5,1,2,218,1
10161,34.5,1,5,80,1
10162,34.5,2,2,273.333333333333,37.5
10163,15,2,8,82,5
10164,15.5,1,5,178,1.33333333333333
10165,34.5,2,8,71,2
10166,20,1,2,134,1
10167,34.5,2,2,272.5,16
10168,34.5,2,2,273.333333333333,29.1666666666667
10169,34.5,2,2,271.666666666667,15
10170,15,2,8,82,14
10171,12,1,7,170.5,2
10172,11,1,8,71,1
10173,11,1,8,125.666666666667,58.3333333333333
10174,34.5,2,2,272,1
10175,11,1,8,112,2.5
10176,17,2,7.5,201.333333333333,1.33333333333333
10177,15,2,8,142.5,8.5
10178,34.5,2,2,272,20
10179,34.5,2,2,270.666666666667,27
10180,13,1,8,71,10
10181,25,1,5,211.7,1.8
10182,13,1,8,140.5,3.5
10183,11,2,8,130.5,6.5
10184,34.5,2,2,269,24
10185,13,1,8,141.5,28.75
10186,11,1,8,112,1.33333333333333
10187,32.5,1,5,127,2.5
10188,34.5,2,2,272,3
10189,11,1,8,68,6
10190,34.5,2,2,272,6
10191,43,1,2,338.6,3.4
10192,34.5,2,2,272,52.5
10193,11,1,8,112,3
10194,34.5,2,2,272,2.5
10195,20,1,2,134,1
10196,11,1,8,112,6.5
10197,11,1,8,134,22.5
10198,34.5,2,2,269.5,1
10199,29.6666666666667,1,2,218.75,1
10200,11,1,8,112,6.5
10201,11,1,8,134,2
10202,11,1,8,54,1
10203,34.5,2,2,278.2,1
10204,11,1,8,134,1.5
10205,34.5,2,2,269.5,1.75
10206,11,2,8,134,2
10207,32.5,1,5,112,1
10208,15,2,8,142.5,8
10209,11,1,8,112,5
10210,34.5,2,2,274,3.5
10211,34.5,2,2,272,13
10212,11,1,8,170,4
10213,11,1,8,44,1
10214,11,1,8,54,1
10215,34.5,2,2,271.75,2.75
10216,13,1,8,74,3.5
10217,20,1,2,176.5,1
10218,34.5,2,2,271.75,5.375
10219,11,2,8,68,1
10220,29.6666666666667,1,2,194,1.4
10221,12,1,7,122.25,8.75
10222,15,2,8,142.5,21
10223,35,4,2,312,2
10224,23,4,7,306,2
10225,34.5,2,2,278.2,1.4
10226,15,2,8,142.5,16.5
10227,11,2,8,75.5,4
10228,34.5,2,2,272.5,1
10229,11,4,8,112,14
10230,34.5,2,2,278.2,10.6
10231,15,2,8,63,1
10232,27.5,1,2,228,1.5
10233,11,1,8,109,5.5
10234,12.6666666666667,1,6,159.25,3.25
10235,26.6666666666667,1,5,198.375,1.25
10236,34.5,2,2,272,28.5
10237,11,1,8,119,16
10238,34.5,2,2,269.5,1.5
10239,11,1,8,130.5,2.5
10240,11,2,8,73,5
10241,11,4,8,109,5
10242,34.5,2,2,269,23.75
10243,34.5,2,2,257.666666666667,1
10244,35,4,2,306.666666666667,1
10245,34.5,2,2,274,2.5
10246,11,1,8,130.5,2.5
10247,15,2,8,109,7.75
10248,11,1,8,134,40
10249,15.3333333333333,1,5,150.333333333333,4.5
10250,34.5,2,2,272,17
10251,34.5,2,2,270.5,3.25
10252,11,1,8,134,4
10253,15,2,8,142.5,9.5
10254,9,1,2,82,2.5
10255,34.5,2,2,273,1.5
10256,11,1,8,61,1
10257,34,2,2,234,1
10258,11,1,8,170,1
10259,11,1,8,119,1
10260,11,1,8,195,2
10261,8.5,2,4.5,68,1
10262,43,1,2,338.6,1.2
10263,34.5,2,2,270.666666666667,6.66666666666667
10264,34.5,2,2,271.75,4
10265,34.5,2,2,270.666666666667,2.66666666666667
10266,35,4,2,312.5,4
10267,11,1,8,113,1
10268,43,1,2,330.5,10.3333333333333
10269,11,1,8,134,2.5
10270,35,4,2,315,1
10271,11,1,8,113,1.5
10272,15,2,8,142.5,6
10273,13,1,8,138.333333333333,6.33333333333333
10274,29.6666666666667,1,2,228.428571428571,1.57142857142857
10275,11,1,8,97.3333333333333,1.33333333333333
10276,11,2,8,51,1
10277,34,2,2,232,1
10278,13,1,8,137.25,82.5
10279,10,4,3,82,1.5
10280,26.6666666666667,1,5,221.375,1.25
10281,34.5,2,2,272,2
10282,34.5,2,2,269.5,1
10283,20,1,2,176.5,1
10284,13,1,8,137.25,28
10285,13,1,8,142.5,18
10286,11,1,8,112,1.5
10287,12,1,7,206.5,5.5
10288,11,1,8,170,2
10289,13,1,8,140.5,2
10290,12.6666666666667,1,6,131.666666666667,2.66666666666667
10291,34.5,2,2,269.5,1.5
10292,15,2,8,82,2
10293,13,1,8,140.5,13
10294,15,2,8,142.5,27
10295,17.5,1,5,195.25,4
10296,11,1,8,113,2
10297,11,1,8,137.333333333333,1.33333333333333
10298,43,1,2,329.5,5.5
10299,29.6666666666667,1,2,247.428571428571,1
10300,34.5,2,2,272.5,10.5
10301,34.5,2,2,271.666666666667,47.1666666666667
10302,34.5,2,2,272,1.5
10303,21,1,5,151.7,7.2
10304,27.5,1,9,243.5,2.5
10305,34.5,2,2,271.5,19.25
10306,11,1,8,127.333333333333,12
10307,15,2,8,118.666666666667,9.33333333333333
10308,29.6666666666667,1,2,252.166666666667,1.5
10309,35,4,2,312,1
10310,34.5,2,2,272,10.5
10311,34.5,2,2,269,4.5
10312,15,2,8,82,15
10313,21.6666666666667,1,4.5,234.833333333333,1.5
10314,34.5,2,2,274,9
10315,13,1,8,132,3
10316,34.5,2,2,272.5,2
10317,34.5,2,2,286,1
10318,13,1,8,142.5,52
10319,15,2,8,140.5,1.5
10320,34,2,2,229.5,1
10321,9.5,1,5,135,38.5
10322,34.5,2,2,281,1.6
10323,11,1,8,148,4
10324,12,1,8,140.666666666667,7.66666666666667
10325,11,1,8,134,4.5
10326,20.5,2,8.5,173.5,1
10327,35,4,2,301,2
10328,21,1,2,135,1
10329,13,1,8,116.666666666667,6.33333333333333
10330,11,1,8,54,3
10331,43,1,2,330.5,4.66666666666667
10332,13,1,8,132,2
10333,20,1,2,176.5,1
10334,13,1,8,121.666666666667,35
10335,11,1,8,191,3
10336,11,2,8,55,1
10337,17,2,7.5,190.5,1.5
10338,11,1,8,112,1.5
10339,11,1,8,73,1
10340,15,2,8,142.5,10.5
10341,34,2,2,229.5,4
10342,15.5,1,5,142.25,2
10343,34.5,2,2,275,178.5
10344,26.6666666666667,1,5,188,1
10345,13,1,8,141.5,3.25
10346,34.5,2,2,272,1
10347,11,2,8,70,2
10348,20,1,2,176.5,1
10349,17,1,7.5,165,3
10350,34.5,2,2,269.5,12.5
10351,43,1,2,330.5,43.6666666666667
10352,34.5,2,2,278.2,1.4
10353,34.5,2,2,269,28
10354,38.6363636363636,1,5,283.470588235294,8.17647058823529
10355,23.5,1,5,141,1
10356,11,1,8,54,1
10357,34.5,2,2,287,1.66666666666667
10358,13,1,6,309,1
10359,20,1,2,134,1
10360,11,1,8,83,40.2
10361,27.5,1,2,218,1
10362,35,4,2,312,1
10363,12,1,7,216.25,1.5
10364,11,2,8,75,2
10365,34.5,2,2,272,1
10366,15,2,8,82,14
10367,11,1,8,134,2
10368,34.5,2,2,272,8.5
10369,34.5,2,2,272.5,62.75
10370,11,1,8,112,5
10371,34.5,2,2,271.5,44.375
10372,34.5,2,2,283.666666666667,1.33333333333333
10373,13,1,8,136.5,2.66666666666667
10374,11,2,8,69,1
10375,13,1,8,115.333333333333,3.33333333333333
10376,13,1,8,137.25,23.75
10377,11,1,8,54,1
10378,11,1,8,137.25,2
10379,34.5,2,2,271.75,5.25
10380,11,1,8,112,4
10381,11,2,8,134,2.5
10382,34.5,2,2,275,1
10383,11,2,8,68,3
10384,34.5,2,2,272,4
10385,34.5,2,2,271.666666666667,2.16666666666667
10386,15,2,8,142.5,10
10387,13,1,8,141.5,15.5
10388,34.5,2,2,272.5,9.5
10389,34.5,2,2,273.333333333333,3.66666666666667
10390,34.5,1,5,118.666666666667,4.66666666666667
10391,15,2,8,80,1
10392,13,1,8,137.25,40
10393,13,1,8,142.5,41
10394,11,1,8,130.5,2
10395,50,1,2,331.5,1
10396,34.5,2,2,272.75,17.5
10397,15,2,8,142.5,5
10398,34.5,2,2,281.6,1.4
10399,34.5,2,2,271.666666666667,46.6666666666667
10400,21,1,2,177.5,1
10401,35,4,2,313,1
10402,13,1,8,141.5,30.5
10403,15,2,8,142.5,5
10404,13,1,8,137.25,2.75
10405,11,1,8,56,1
10406,43,1,2,330.5,4.5
10407,15,2,8,142.5,10.5
10408,11,2,8,73,1
10409,20,1,2,176.5,1
10410,21.3333333333333,1,5,158.857142857143,3.57142857142857
10411,12,1,7,182,1
10412,32.5,1,5,245.75,3
10413,34.5,2,2,272,18
10414,34.5,2,2,272,31
10415,34.5,2,2,279.4,18.5
10416,34.5,2,2,272.5,12
10417,11,2,8,119,1
10418,34.5,2,2,282.75,10.75
10419,34.5,2,2,276,3.44444444444444
10420,11,1,8,130.5,4.5
10421,34.5,2,2,275,200.5
10422,11,2,8,73,1
10423,32.5,1,5,264,1
10424,12,1,7,173.333333333333,1.66666666666667
10425,37,1,2,176.5,1
10426,11,2,8,55,6
10427,30,1,2,263.222222222222,2.44444444444444
10428,11,1,8,97.3333333333333,1.66666666666667
10429,12.5,1,1.5,125.5,1
10430,34.5,2,2,272,14
10431,26.6666666666667,2,5,251.8,1
10432,43,1,2,338.6,3.8
10433,11,1,8,134,3.5
10434,43,2,2,352.25,5.25
10435,15,2,8,77.6666666666667,9
10436,11,1,8,130.666666666667,17.6666666666667
10437,11,1,8,186,4
10438,21,1,2,177.5,1
10439,11,2,8,60,1
10440,11,1,8,161,1
10441,34.5,2,2,272.5,14.5
10442,34.5,2,2,273,1
10443,20,1,2,134,1
10444,26.6666666666667,2,5,251.8,1
10445,13,1,8,201,2
10446,11,1,8,141.5,2
10447,12,1,7,173.333333333333,4.66666666666667
10448,13,1,8,127.4,8.2
10449,34.5,2,2,269.5,1
10450,34.5,2,2,272.5,5.5
10451,35,4,2,310.666666666667,1
10452,15,2,8,80,1
10453,16,1,6.33333333333333,172,1.33333333333333
10454,11,1,8,147.333333333333,8
10455,15,2,8,142.5,8
10456,11,2,8,75,1
10457,20,1,2,134,1
10458,43,1,2,329.5,14
10459,15,2,8,142.5,7
10460,13,1,8,140.5,4.5
10461,11,1,8,209,2
10462,11,1,8,130.5,7
10463,34.5,2,2,274,20
10464,11,1,8,134,31.5
10465,11,1,8,73,1
10466,15,2,8,142.5,21.5
10467,11,1,8,71,3
10468,11,1,8,112,2.5
10469,34.5,2,2,279.8,2
10470,34.5,2,2,283.666666666667,1.33333333333333
10471,11,2,8,136,2
10472,34.5,2,2,272,3
10473,34.5,2,2,281,4.6
10474,34.5,2,2,269,23.75
10475,13,1,8,128.428571428571,6.28571428571429
10476,21,1,2,135,1
10477,11,1,8,196,1
10478,11,1,8,169.2,10
10479,20,1,2,176.5,1
10480,11,1,8,51,2
10481,43,1,2,329.5,14.5
10482,15,2,8,82,8
10483,11,1,8,134,20.5
10484,34.5,2,2,272,11
10485,18,1,5.66666666666667,183.5,1.25
10486,11,4,8,70,1
10487,34.5,2,2,273.333333333333,38.1666666666667
10488,34.5,2,2,273.333333333333,3.33333333333333
10489,13,1,8,126,90.5714285714286
10490,34.5,1,8,142.5,11
10491,34.5,2,2,272,2
10492,15,2,8,142.5,6.5
10493,13,1,8,141.5,12.75
10494,11,1,8,73,2
10495,34.5,2,2,252.25,4.5
10496,35,4,2,312,1
10497,11,1,8,112,2
10498,34.5,2,2,270.666666666667,1
10499,10,4,3,39,1
10500,11,1,8,134,2
10501,15,2,8,81,3
10502,11,1,8,112,1
10503,34.5,2,2,272,2
10504,11,2,8,75.5,3
10505,34.5,2,2,272,4.5
10506,11,1,8,109,207.333333333333
10507,11,2,8,44,1
10508,11,1,8,178.5,3.5
10509,13,1,8,142.5,4.5
10510,34.5,2,2,273.333333333333,4
10511,15,2,8,142.5,47.5
10512,20,1,2,176.5,1
10513,11,1,8,54,1
10514,11,1,8,134,60
10515,24,1,2,278.5,1
10516,32.5,1,5,183,1
10517,15,2,8,118.666666666667,2
10518,11,1,8,112,3.5
10519,34.5,2,2,269.5,1
10520,13,1,8,142.5,26.5
10521,15,2,8,82,2
10522,34.5,2,2,272,2.5
10523,22,2,5.25,221.666666666667,1
10524,34.5,2,2,269.5,1
10525,11,1,8,54,1
10526,13,1,8,118.666666666667,15
10527,11,1,8,134,9
10528,27.5,1,2,254.6,1
10529,34.5,2,2,269.5,2
10530,15,2,8,51,1
10531,11,1,8,113,1.5
10532,13,1,8,125.4,4
10533,11,2,8,181,1
10534,13,1,8,138.333333333333,5.83333333333333
10535,11,1,8,68,2
10536,15,2,8,142.5,15.5
10537,11,1,8,113,16
10538,11,1,8,97.3333333333333,30
10539,13,1,8,132,3.5
10540,43,1,2,329.5,7
10541,34.5,2,2,269,2
10542,32.5,1,5,297.333333333333,4.66666666666667
10543,34.5,2,2,272,8.5
10544,26.6666666666667,2,5,258,3
10545,34.5,1,8,142.5,18
10546,13,1,8,115.333333333333,2.33333333333333
10547,15,2,8,82,18
10548,13,1,8,138.333333333333,6.5
10549,43,4,2,372,2
10550,29.6666666666667,1,2,256.625,1.375
10551,23,4,7,306,1
10552,34.5,2,2,272,14
10553,15,2,8,137.25,5.25
10554,13,1,8,71,3
10555,34,2,2,234,1
10556,34.5,2,2,270.666666666667,3.5
10557,34.5,2,2,273.333333333333,9
10558,27.5,1,2,263.5,1
10559,12,1,7,170.5,2
10560,34.5,2,2,272,3.5
10561,13,1,8,140.5,1.5
10562,34.5,2,2,257,1.33333333333333
10563,34.5,1,8,137.25,31.25
10564,34.5,2,2,274.4,37.8666666666667
10565,35,4,2,309.5,1
10566,34.5,2,2,273.25,5.25
10567,34.5,2,2,272,2.5
10568,11,1,8,130.5,4.5
10569,34.5,2,2,270.666666666667,2.16666666666667
10570,34.5,2,2,281.6,2
10571,11,1,8,134,40.5
10572,15,2,8,81,14.5
10573,11,1,8,113,9.5
10574,15,2,8,142.5,16.5
10575,15,2,8,142.5,7
10576,26.6666666666667,2,5,251.8,1
10577,34.5,2,2,279.4,4
10578,38,2,2,277.5,1
10579,34.5,2,2,270.666666666667,1
10580,11,2,8,73,1
10581,43,1,2,338.6,3
10582,13,1,8,141.5,5.75
10583,43,1,2,329.5,16.25
10584,11,1,8,134,2
10585,18.6666666666667,2,7.5,220.75,5
10586,27.5,1,2,218,1
10587,34.5,2,2,272,1
10588,13,1,8,125.4,1.6
10589,15,2,8,76.5,14.5
10590,34.5,2,2,279.8,5.4
10591,15,2,8,142.5,26
10592,24.3333333333333,1,5,130.5,3.5
10593,34.5,2,2,276.785714285714,1.5
10594,11,1,8,119,2.5
10595,15.5,1,5,144.75,1.25
10596,34.5,2,2,272,57
10597,26.6666666666667,1,5,138.333333333333,6
10598,6.5,1,8,92.6666666666667,2
10599,11,1,8,97.3333333333333,2
10600,13,1,8,109,2
10601,34.5,2,2,283,6.83333333333333
10602,34.5,2,2,257,2
10603,12,1,7,197.333333333333,2
10604,11,1,8,134,4
10605,34.5,2,2,282,2.2
10606,11,1,8,171,1
10607,11,1,8,141.5,8.5
10608,41.5714285714286,1,2,291.583333333333,7.25
10609,14.5,1,9,210.25,3.25
10610,11,1,8,119,4
10611,34.5,2,2,279.4,4.4
10612,34.5,2,2,272,11
10613,34.5,2,2,272,6
10614,15,2,8,142.5,5
10615,11,1,8,112,3
10616,34.5,2,2,272,1
10617,27.5,1,2,218,1
10618,18.6666666666667,2,7.5,220.75,1.25
10619,34.5,2,2,272,1
10620,34.5,2,2,272,26
10621,12,1,7,141.25,2
10622,11,1,8,126,1
10623,34.5,2,2,269.5,2.25
10624,29.6666666666667,1,2,218.75,1
10625,22,4,7,303,1
10626,18.6666666666667,1,7.5,194,1
10627,34.5,2,2,271.6,1
10628,11,1,8,54,11
10629,29.6666666666667,1,2,228.571428571429,1.71428571428571
10630,34.5,2,2,291,1
10631,54,5,2,360,1
10632,32.5,2,5,113,1.5
10633,22,4,7,303,1
10634,34.5,2,2,272,5
10635,34.5,2,2,272,1
10636,15,2,8,71,2
10637,20,1,2,134,1
10638,34,2,2,235,1
10639,27.5,1,2,208.666666666667,2
10640,13,1,8,141.5,17.75
10641,13,1,8,137.25,20
10642,15,2,8,142.5,47
10643,34.5,2,2,272.5,4
10644,34.5,2,2,273.333333333333,15.6666666666667
10645,11,2,8,73,2
10646,18.6666666666667,4,7.5,221,8.6
10647,34.5,2,2,272.5,2.25
10648,34.5,2,2,272,6
10649,34.5,2,2,269,1
10650,34.5,2,2,271.75,8.375
10651,20,1,2,134,1
10652,11,1,8,112,6
10653,15.6666666666667,1,7,217.5,3.25
10654,30,5,9,175.5,4
10655,20,1,2,176.5,1
10656,34,2,2,229.5,1
10657,11,2,8,55,1
10658,11,1,8,170,1
10659,11,1,8,134,8.5
10660,34.5,2,2,274,26.5
10661,13,1,8,131.4,33.6
10662,34.5,2,2,275,242.5
10663,34.5,2,2,272.5,53
10664,11,1,8,80,1
10665,13,1,8,137.25,36
10666,13,1,8,136.25,3.5
10667,15,2,8,142.5,25.5
10668,35,4,2,312.5,1
10669,44.75,1,2,336.714285714286,16.8571428571429
10670,32,4,8,280,1
10671,11,1,8,54,1
10672,34.5,2,2,272,28
10673,34.5,2,2,274,2
10674,43,1,2,329.5,10.25
10675,15,2,8,142.5,14
10676,15,2,8,121.666666666667,8
10677,34.5,2,2,269.5,1
10678,26.6666666666667,2,5,224.4,2
10679,34.5,2,2,272,15
10680,9.33333333333333,1,8,105,4.25
10681,15,2,8,142.5,13.5
10682,35,4,2,312,1
10683,34.5,2,2,272,2
10684,20,1,2,134,1
10685,13,1,8,140.5,1.5
10686,12,1,7,170.5,2
10687,34.5,2,2,269.75,2.25
10688,34.5,1,8,142.5,5
10689,11,1,8,170,1
10690,34.5,2,2,278.142857142857,4.14285714285714
10691,15,2,8,82,16
10692,34.5,2,2,293,1
10693,34.5,2,2,261,1
10694,13,1,8,129.5,11.8333333333333
10695,15,2,8,142.5,6
10696,12.5,1,6,97.3333333333333,9.33333333333333
10697,15.5,1,8,319.333333333333,1.66666666666667
10698,21.6666666666667,1,4.66666666666667,80,3
10699,11,1,8,112,2.5
10700,34.5,2,2,272,1
10701,34.5,2,2,267.909090909091,3.27272727272727
10702,11,1,8,81,4
10703,11,1,8,113,5
10704,12,1,7,216.25,1.25
10705,34.5,2,2,272,4
10706,11,2,8,181,1
10707,34.5,2,2,275.777777777778,31.7777777777778
10708,11,1,8,130.666666666667,21
10709,34.5,2,2,269.5,2.5
10710,11.5,1,5,226,2
10711,34.5,2,2,272.5,1
10712,11,2,8,134,1
10713,34.5,2,5,140.5,2.5
10714,34,2,2,229.5,1
10715,11,1,8,111,2
10716,27.5,1,2,218,1
10717,34.5,2,8,142.5,4.5
10718,11,2,8,54,1
10719,34.5,2,2,272,4
10720,35,4,2,312,1
10721,15,2,8,142.5,6
10722,13,1,8,71,7
10723,15.5,1,5,157.5,1
10724,11,1,8,148,2
10725,29.6666666666667,1,2,218.75,1
10726,11,1,8,134,1
10727,11,2,8,112,2
10728,11,1,8,87,1
10729,15,2,8,142.5,7
10730,34.5,2,2,272.5,1.75
10731,35,4,2,312,1
10732,35,4,2,314,1
10733,34.5,2,2,271.666666666667,31.3333333333333
10734,11,1,8,132.75,1.5
10735,34.5,2,2,272,1
10736,34.5,2,2,271.75,4.5
10737,34.5,2,2,272,25
10738,34.5,2,2,272,2
10739,15,2,8,121,4.66666666666667
10740,11,1,8,74,1
10741,11,2,8,55,1
10742,11,1,8,161,1
10743,34.5,2,2,272,8
10744,17.5,1,5,136.6,18.4
10745,34.5,2,2,272,1
10746,34.5,2,2,272,3
10747,11,1,8,134,1
10748,11,2,8,54,1
10749,34.5,2,2,269,31.5
10750,15,2,8,142.5,26.5
10751,15,2,8,142.5,15.5
10752,34.5,2,2,283.666666666667,2
10753,34.5,2,2,277,29
10754,13,1,8,137.25,7.75
10755,11,1,8,112,1.5
10756,15,2,8,142.5,16.5
