id,max_et,max_st,max_rt,max_lf,max_vol
8399,15,1,8,203,17
8400,35,2,2,315,1
8401,20,1,2,219,1
8402,15,2,8,203,12
8403,15,2,8,82,14
8404,15,2,8,203,42
8405,35,2,2,315,19
8406,29,1,9,349,3
8407,35,4,2,312,1
8408,24,1,2,318,1
8409,35,2,2,312,2
8410,24,1,2,318,1
8411,13,1,8,345,1
8412,35,2,2,315,1
8413,35,2,2,316,11
8414,50,1,2,376,1
8415,11,2,8,171,2
8416,35,2,2,315,83
8417,15,1,8,203,8
8418,11,1,8,170,2
8419,38,2,2,317,2
8420,23,4,7,306,2
8421,35,2,2,314,3
8422,11,1,8,209,3
8423,35,2,2,312,2
8424,35,2,2,312,3
8425,11,2,8,54,3
8426,23,4,7,306,2
8427,35,2,2,315,3
8428,15,2,8,201,2
8429,35,4,2,94,1
8430,15,2,8,203,10
8431,15,1,8,203,16
8432,35,2,2,312,1
8433,11,2,8,195,7
8434,15,1,8,203,42
8435,54,1,2,359,1
8436,11,2,8,206,4
8437,35,2,2,312,23
8438,15,1,8,203,14
8439,35,1,2,358,1
8440,20,1,8,219,8
8441,35,2,2,312,2
8442,35,2,2,314,2
8443,35,2,2,312,1
8444,15,2,8,203,11
8445,20,1,2,134,1
8446,15,1,8,201,1
8447,11,2,8,87,2
8448,34,2,8,214,1
8449,15,2,8,82,8
8450,23,4,7,306,3
8451,35,2,2,312,5
8452,15,2,8,193,3
8453,11,1,8,195,3
8454,47,1,2,285,176
8455,15,1,8,201,19
8456,54,1,8,203,10
8457,20,1,2,134,1
8458,11,1,8,188,1
8459,15,1,8,203,108
8460,35,1,2,301,2
8461,15,2,8,82,5
8462,15,1,8,203,4
8463,20,1,8,219,1
8464,11,1,8,195,7
8465,15,1,8,203,11
8466,35,2,2,315,2
8467,32,1,8,280,1
8468,29,1,9,217,1
8469,35,2,2,315,7
8470,35,2,8,312,1
8471,35,2,2,312,1
8472,35,2,2,312,46
8473,11,1,8,163,1
8474,35,2,2,312,2
8475,35,2,2,312,1
8476,11,1,8,68,1
8477,15,2,8,193,1
8478,11,1,8,171,12
8479,35,2,2,313,2
8480,23,1,8,306,1
8481,38,1,2,317,2
8482,15,1,8,201,2
8483,20,1,2,219,1
8484,35,1,2,301,2
8485,20,1,2,219,1
8486,35,2,2,312,2
8487,11,1,8,209,1
8488,14,1,8,68,4
8489,20,1,2,219,2
8490,20,1,2,134,1
8491,35,4,2,312,1
8492,35,1,2,301,1
8493,11,1,8,202,2
8494,14,2,8,54,2
8495,15,2,8,82,18
8496,35,2,2,312,6
8497,15,2,8,203,2
8498,35,2,2,315,9
8499,35,2,2,315,4
8500,15,1,8,203,35
8501,15,2,8,203,19
8502,35,2,2,312,3
8503,35,1,2,301,1
8504,35,1,2,315,3
8505,11,1,8,171,2
8506,15,2,8,203,13
8507,15,2,8,68,1
8508,15,2,8,203,47
8509,35,2,2,312,4
8510,35,2,2,312,13
8511,15,2,8,203,14
8512,11,1,8,170,3
8513,20,1,2,134,1
8514,15,2,8,203,28
8515,20,1,2,219,1
8516,35,2,2,312,4
8517,54,1,8,362,4
8518,11,1,8,195,56
8519,11,1,8,170,3
8520,15,2,8,203,2
8521,35,2,2,313,2
8522,13,1,8,273,2
8523,54,1,8,362,171
8524,11,1,8,195,4
8525,15,2,8,203,8
8526,35,4,2,312,2
8527,15,1,8,201,85
8528,35,2,2,312,4
8529,15,2,8,203,2
8530,15,1,8,201,5
8531,34,2,2,232,1
8532,35,2,2,312,1
8533,22,2,8,305,2
8534,15,2,8,203,13
8535,15,1,8,203,24
8536,35,2,2,312,1
8537,11,1,8,55,2
8538,20,1,2,219,1
8539,35,2,2,312,1
8540,11,1,8,170,1
8541,35,2,2,312,8
8542,54,1,8,170,11
8543,54,1,2,359,1
8544,35,2,2,312,5
8545,35,2,2,312,10
8546,15,1,8,203,148
8547,35,2,2,313,2
8548,14,1,8,163,2
8549,35,2,2,312,34
8550,35,4,2,312,1
8551,11,2,8,68,2
8552,35,2,2,312,1
8553,11,1,8,195,42
8554,11,1,8,54,1
8555,15,2,8,193,6
8556,15,2,8,203,24
8557,35,2,2,312,5
8558,15,1,8,193,10
8559,15,2,8,203,8
8560,35,2,2,312,1
8561,11,2,8,54,1
8562,35,2,2,310,24
8563,35,2,2,315,2
8564,35,2,2,315,135
8565,35,2,2,314,32
8566,13,1,8,273,1
8567,11,1,8,170,3
8568,35,2,2,313,51
8569,35,2,2,315,34
8570,11,1,8,193,1
8571,15,2,8,193,3
8572,15,1,8,203,30
8573,11,1,8,195,2
8574,35,4,2,312,4
8575,11,1,8,207,10
8576,35,2,2,314,66
8577,15,2,8,203,30
8578,35,2,2,312,2
8579,54,1,8,170,25
8580,11,1,8,202,4
8581,11,4,8,54,1
8582,31,4,8,279,1
8583,11,1,8,171,3
8584,35,2,2,312,7
8585,14,2,8,68,1
8586,15,1,8,203,30
8587,15,1,8,201,3
8588,35,2,2,315,151
8589,11,1,8,195,2
8590,53,1,2,378,14
8591,11,1,8,195,3
8592,35,2,2,314,26
8593,35,2,2,314,43
8594,35,2,2,315,57
8595,15,2,8,82,8
8596,54,1,8,203,22
8597,35,1,2,312,2
8598,35,2,2,314,3
8599,13,1,8,273,5
8600,35,2,2,313,2
8601,34,2,2,232,1
8602,35,2,2,315,149
8603,11,1,8,70,1
8604,15,2,8,203,8
8605,35,2,2,312,11
8606,35,2,2,314,67
8607,35,2,2,312,2
8608,54,1,8,203,24
8609,35,2,2,313,2
8610,15,2,8,201,1
8611,15,1,8,203,21
8612,11,1,8,202,3
8613,35,2,2,315,6
8614,35,2,2,312,6
8615,35,2,2,315,5
8616,11,1,8,179,7
8617,15,1,8,203,25
8618,35,2,2,312,5
8619,35,2,2,315,1
8620,15,1,8,203,90
8621,11,2,8,68,2
8622,35,2,2,312,12
8623,11,1,8,170,12
8624,15,2,8,203,6
8625,13,1,8,273,2
8626,35,2,2,312,43
8627,15,2,8,203,34
8628,18,1,10,345,3
8629,35,2,2,315,358
8630,35,2,2,313,38
8631,35,2,2,312,27
8632,15,2,8,82,16
8633,15,2,8,203,52
8634,35,2,2,312,5
8635,54,1,8,202,2
8636,35,2,2,312,5
8637,15,2,8,203,4
8638,11,1,8,170,2
8639,11,1,8,170,1
8640,35,2,2,312,2
8641,44,1,2,376,41
8642,15,1,8,203,14
8643,15,2,8,203,6
8644,15,1,8,203,95
8645,11,2,8,170,1
8646,13,1,8,345,2
8647,11,2,8,170,21
8648,11,2,8,191,2
8649,13,1,8,345,2
8650,11,2,8,70,1
8651,11,2,8,191,1
8652,35,2,2,312,8
8653,11,2,8,54,1
8654,15,2,8,203,6
8655,11,2,8,195,1
8656,35,4,2,312,1
8657,35,2,2,315,22
8658,35,2,2,312,1
8659,35,2,2,312,10
8660,35,2,2,312,6
8661,15,2,8,201,3
8662,11,1,8,170,4
8663,11,2,8,191,1
8664,35,2,2,312,7
8665,13,1,8,345,2
8666,50,4,2,374,2
8667,11,2,8,86,1
8668,13,1,8,345,2
8669,15,2,8,203,48
8670,11,1,8,170,4
8671,35,2,2,312,6
8672,35,2,2,315,13
8673,15,2,8,203,4
8674,15,1,8,203,40
8675,35,2,2,315,7
8676,35,2,2,312,2
8677,11,1,8,202,4
8678,11,1,8,170,2
8679,15,2,8,203,11
8680,15,2,8,203,21
8681,35,2,2,313,33
8682,11,1,8,195,2
8683,11,1,8,195,3
8684,13,1,8,345,5
8685,35,2,2,312,5
8686,35,1,2,313,2
8687,35,2,2,314,2
8688,15,1,8,203,22
8689,15,2,8,193,2
8690,20,1,2,219,1
8691,11,1,8,202,5
8692,11,1,8,170,6
8693,51,1,2,377,95
8694,11,1,8,170,9
8695,11,1,8,202,4
8696,54,2,8,54,1
8697,15,2,8,82,4
8698,35,2,2,313,1
8699,35,2,2,315,4
8700,35,2,2,312,8
8701,11,2,8,55,1
8702,15,2,8,203,60
8703,23,1,8,306,7
8704,11,1,8,171,1
8705,15,2,8,82,6
8706,11,1,8,170,2
8707,15,1,8,203,14
8708,15,2,8,82,7
8709,11,1,8,195,13
8710,35,2,2,312,32
8711,11,1,8,87,1
8712,35,2,2,315,35
8713,35,2,2,315,74
8714,35,2,2,312,13
8715,54,1,8,193,3
8716,20,1,2,219,1
8717,35,2,2,312,5
8718,15,1,8,193,3
8719,34,2,2,232,1
8720,11,1,8,209,10
8721,15,1,8,203,20
8722,15,1,8,203,8
8723,11,2,8,191,3
8724,11,1,8,101,578
8725,15,2,8,203,10
8726,11,2,8,170,2
8727,11,2,8,202,4
8728,35,2,2,314,1
8729,15,1,8,203,34
8730,20,1,2,219,1
8731,35,1,2,301,1
8732,35,2,2,315,6
8733,11,1,8,202,4
8734,35,2,2,312,12
8735,11,1,8,170,2
8736,11,2,8,195,8
8737,35,2,2,309,1
8738,11,4,8,73,1
8739,20,1,2,219,1
8740,13,1,8,345,1
8741,11,1,8,195,82
8742,35,2,2,312,25
8743,35,2,2,312,5
8744,11,1,8,195,6
8745,35,2,2,312,2
8746,35,2,2,312,9
8747,15,2,8,203,12
8748,35,2,2,312,2
8749,15,2,8,203,24
8750,35,2,2,315,8
8751,11,2,8,171,1
8752,15,2,8,203,10
8753,35,2,2,315,1
8754,35,2,2,315,130
8755,35,2,2,312,5
8756,20,1,2,219,12
8757,11,1,8,171,1
8758,35,2,2,315,3
8759,15,2,8,193,2
8760,15,2,8,203,18
8761,35,2,2,315,9
8762,15,2,8,203,8
8763,23,1,8,306,3
8764,15,2,8,203,16
8765,11,1,8,170,2
8766,35,2,2,312,4
8767,35,2,2,312,23
8768,11,1,8,202,4
8769,15,1,8,193,4
8770,15,1,8,203,84
8771,54,1,8,203,22
8772,35,2,2,313,22
8773,44,1,2,376,8
8774,35,4,2,312,1
8775,35,2,2,315,4
8776,15,2,8,203,12
8777,35,2,2,312,4
8778,34,2,2,232,1
8779,11,1,8,171,1
8780,15,2,8,203,4
8781,35,2,2,312,7
8782,15,2,8,203,8
8783,47,1,2,285,176
8784,11,1,8,195,5
8785,11,1,8,209,2
8786,15,1,8,80,6
8787,11,1,8,55,2
8788,35,4,2,315,1
8789,15,1,8,203,14
8790,35,2,2,312,5
8791,35,4,2,312,1
8792,15,1,8,203,8
8793,44,1,2,376,3
8794,35,4,2,312,1
8795,35,2,2,312,1
8796,15,1,8,203,4
8797,13,1,8,345,3
8798,35,1,2,312,4
8799,35,2,2,315,72
8800,15,1,8,203,94
8801,15,1,8,203,21
8802,11,1,8,203,4
8803,35,2,2,313,5
8804,11,1,8,170,4
8805,35,2,2,301,2
8806,15,1,8,203,20
8807,14,1,8,273,11
8808,35,2,2,316,78
8809,35,2,2,315,1
8810,35,2,2,312,1
8811,11,4,8,68,1
8812,35,2,2,312,1
8813,20,1,2,134,1
8814,35,2,2,313,2
8815,35,1,2,301,1
8816,15,2,8,80,1
8817,15,2,8,82,20
8818,35,2,2,312,4
8819,47,1,2,370,2
8820,35,2,2,315,4
8821,35,2,2,309,1
8822,35,2,2,313,2
8823,22,1,8,222,3
8824,35,2,2,314,16
8825,20,1,2,134,1
8826,23,1,8,345,4
8827,15,1,8,82,4
8828,11,1,8,195,2
8829,35,2,2,312,3
8830,35,2,2,315,10
8831,15,2,8,82,57
8832,13,1,8,273,1
8833,35,2,2,312,7
8834,11,1,8,170,1
8835,15,2,8,193,4
8836,20,1,2,134,1
8837,15,1,8,203,30
8838,11,1,8,170,2
8839,35,2,2,313,1
8840,54,2,8,68,1
8841,54,4,2,362,2
8842,35,2,2,312,6
8843,35,2,2,314,147
8844,35,2,2,312,69
8845,11,2,8,55,1
8846,15,2,8,203,10
8847,15,2,8,82,12
8848,35,4,2,312,1
8849,23,4,7,306,2
8850,23,2,8,306,2
8851,11,1,8,55,3
8852,15,2,8,203,6
8853,11,1,8,176,2
8854,11,1,8,73,2
8855,13,1,8,273,2
8856,23,2,8,306,9
8857,11,1,8,170,2
8858,11,1,8,170,1
8859,11,2,8,202,2
8860,15,2,8,203,10
8861,15,1,8,203,10
8862,35,2,2,313,4
8863,11,1,8,207,1
8864,11,1,8,68,2
8865,11,1,8,160,1
8866,35,2,2,312,15
8867,35,2,2,313,3
8868,11,1,8,161,1
8869,35,2,2,312,13
8870,14,1,8,163,1
8871,35,2,2,315,51
8872,11,2,8,171,10
8873,54,1,8,193,1
8874,35,2,2,312,6
8875,11,1,8,170,3
8876,35,1,2,312,13
8877,53,1,2,374,14
8878,15,2,8,203,24
8879,35,2,2,312,15
8880,15,2,8,203,8
8881,35,1,2,301,1
8882,54,1,8,203,18
8883,35,2,2,314,57
8884,35,2,2,312,5
8885,11,4,8,54,1
8886,35,2,2,315,196
8887,35,4,2,301,1
8888,35,2,2,315,1
8889,50,2,2,376,4
8890,44,1,2,376,3
8891,11,1,8,195,4
8892,35,2,2,312,3
8893,15,2,8,80,4
8894,35,2,2,315,4
8895,21,1,2,220,1
8896,23,2,8,306,8
8897,35,2,2,312,2
8898,44,1,2,376,6
8899,35,2,2,315,7
8900,35,2,2,312,29
8901,11,1,8,207,140
8902,35,2,2,313,24
8903,35,1,2,301,1
8904,35,2,2,312,36
8905,11,1,8,195,4
8906,54,1,9,349,2
8907,35,2,2,315,145
8908,11,1,8,195,1
8909,15,1,8,203,34
8910,35,2,2,301,1
8911,35,2,2,312,1
8912,11,1,8,70,4
8913,15,2,8,203,2
8914,35,1,2,301,1
8915,11,1,8,68,1
8916,35,2,2,312,1
8917,15,1,8,193,4
8918,30,1,9,133,1
8919,35,2,2,312,1
8920,15,2,8,82,10
8921,11,2,8,202,1
8922,35,2,2,312,110
8923,35,2,2,315,3
8924,35,2,2,314,20
8925,11,2,8,162,1
8926,15,2,8,203,26
8927,35,2,2,312,35
8928,35,2,2,312,1
8929,15,1,8,203,18
8930,11,1,8,182,1
8931,54,1,8,203,11
8932,35,4,2,312,1
8933,21,1,2,220,1
8934,35,2,8,312,2
8935,11,1,8,202,4
8936,15,2,8,203,15
8937,13,1,6,345,3
8938,11,2,8,191,6
8939,15,2,8,82,10
8940,11,2,8,195,13
8941,15,2,8,203,14
8942,35,2,8,312,5
8943,35,2,2,312,3
8944,11,1,8,170,2
8945,11,1,8,170,3
8946,54,2,8,203,12
8947,11,1,8,170,51
8948,35,2,2,312,3
8949,35,1,2,314,2
8950,11,1,8,170,6
8951,35,2,2,315,63
8952,20,1,8,167,1
8953,35,2,2,312,1
8954,35,1,2,315,4
8955,11,1,8,170,2
8956,50,1,2,378,99
8957,54,1,8,209,1
8958,35,2,2,315,24
8959,15,1,8,203,8
8960,35,2,2,315,8
8961,15,2,8,82,14
8962,30,1,9,349,2
8963,11,1,8,196,4
8964,13,1,8,345,2
8965,15,2,8,82,6
8966,35,2,2,316,74
8967,35,2,2,312,3
8968,35,2,2,314,3
8969,35,2,2,315,9
8970,35,2,2,313,1
8971,35,2,2,312,14
8972,11,1,8,209,5
8973,35,2,2,315,3
8974,35,2,2,312,3
8975,44,1,2,376,7
8976,11,1,8,209,2
8977,35,2,2,310,2
8978,15,1,8,203,14
8979,23,2,8,306,2
8980,11,1,8,170,3
8981,53,1,2,374,14
8982,44,1,2,376,9
8983,13,1,6,273,1
8984,15,2,8,203,40
8985,20,1,2,219,1
8986,35,2,2,312,42
8987,41,2,8,306,1
8988,11,1,8,170,5
8989,35,1,2,312,4
8990,11,1,8,68,1
8991,11,1,8,188,7
8992,15,2,8,80,1
8993,35,1,2,301,1
8994,35,2,2,312,1
8995,15,2,8,82,16
8996,26,2,9,276,2
8997,11,1,8,170,1
8998,11,1,8,170,4
8999,11,1,8,171,1
9000,15,2,8,201,4
9001,15,2,8,193,2
9002,11,1,8,207,8
9003,35,4,2,312,2
9004,50,4,2,374,1
9005,35,2,2,315,116
9006,35,2,2,312,2
9007,15,1,8,203,6
9008,15,2,8,203,16
9009,11,1,8,170,7
9010,15,2,8,203,14
9011,21,1,8,198,29
9012,20,1,2,219,1
9013,15,2,8,203,32
9014,35,2,2,312,5
9015,35,2,2,313,16
9016,15,2,8,203,20
9017,35,4,2,314,1
9018,54,1,8,54,1
9019,11,1,8,55,1
9020,11,2,8,70,1
9021,35,2,2,313,28
9022,11,1,8,170,1
9023,11,2,8,171,1
9024,15,2,8,82,38
9025,11,1,8,170,2
9026,11,4,8,51,1
9027,35,2,2,312,47
9028,15,2,8,203,11
9029,34,2,2,232,1
9030,44,1,2,376,1310
9031,11,1,8,202,161
9032,11,1,8,191,6
9033,15,1,8,201,6
9034,23,4,7,306,1
9035,11,2,8,171,1
9036,35,4,2,315,1
9037,35,2,2,315,3
9038,35,2,2,312,1
9039,11,1,8,170,3
9040,15,1,8,203,15
9041,35,4,2,358,2
9042,15,1,8,82,2
9043,35,2,2,314,69
9044,35,2,2,313,10
9045,54,1,8,203,14
9046,11,1,8,171,12
9047,11,1,8,87,1
9048,11,2,8,202,4
9049,15,2,8,203,22
9050,15,1,8,201,6
9051,13,1,8,345,2
9052,15,1,8,203,60
9053,26,2,9,276,5
9054,35,2,2,312,5
9055,15,1,8,203,54
9056,15,2,8,203,18
9057,35,2,2,315,4
9058,35,2,2,310,4
9059,15,2,8,80,6
9060,15,1,8,203,27
9061,54,1,8,203,22
9062,35,2,2,315,2
9063,32,1,8,280,2
9064,35,2,2,312,20
9065,15,1,8,193,19
9066,35,2,2,312,3
9067,15,2,8,101,328
9068,35,2,2,313,7
9069,35,4,2,313,3
9070,11,1,8,202,3
9071,35,2,2,313,7
9072,35,2,2,312,6
9073,35,4,2,312,1
9074,54,1,8,203,16
9075,11,2,8,195,1
9076,11,1,8,71,1
9077,15,1,8,203,22
9078,15,2,8,203,8
9079,11,1,8,191,5
9080,35,2,2,312,9
9081,15,2,8,203,12
9082,35,2,2,312,8
9083,35,2,2,315,2
9084,11,1,8,54,1
9085,11,1,8,167,1
9086,35,1,8,312,3
9087,15,2,8,101,13
9088,15,1,8,203,58
9089,35,2,2,315,8
9090,11,2,8,171,2
9091,15,2,8,82,42
9092,35,1,2,312,3
9093,15,1,8,172,2
9094,35,2,2,313,2
9095,34,2,2,232,1
9096,20,1,2,219,4
9097,15,2,8,203,16
9098,11,2,8,195,2
9099,15,2,8,82,26
9100,20,1,2,219,2
9101,20,1,2,219,1
9102,35,2,2,313,3
9103,54,1,8,306,4
9104,11,1,8,195,6
9105,14,1,8,163,1
9106,20,1,2,219,1
9107,35,2,2,307,1
9108,11,4,8,195,2
9109,54,4,7,306,1
9110,35,2,2,312,2
9111,35,2,2,316,5
9112,45,1,2,376,4
9113,11,1,8,170,2
9114,11,1,8,161,1
9115,35,2,2,315,283
9116,13,1,8,345,4
9117,11,1,8,191,6
9118,35,2,2,314,73
9119,11,1,8,195,1
9120,35,2,2,314,10
9121,23,2,8,306,5
9122,35,2,2,315,19
9123,23,2,8,306,10
9124,35,2,2,312,3
9125,11,1,8,195,57
9126,50,1,2,374,1
9127,11,1,8,195,11
9128,35,1,2,301,2
9129,35,2,2,312,10
9130,15,1,8,203,24
9131,35,2,2,314,26
9132,23,4,7,306,1
9133,54,1,8,203,6
9134,11,1,8,191,2
9135,15,1,8,203,51
9136,23,1,8,306,1
9137,15,2,8,82,4
9138,20,1,2,134,1
9139,35,2,2,312,2
9140,35,2,2,315,1
9141,13,1,8,345,4
9142,35,2,2,315,5
9143,20,1,2,219,1
9144,35,2,2,312,1
9145,11,1,8,195,13
9146,45,1,2,378,5
9147,15,1,8,193,16
9148,11,2,8,68,1
9149,35,2,2,312,5
9150,20,1,8,219,3
9151,11,1,8,156,1
9152,35,2,2,312,2
9153,35,2,2,312,1
9154,35,2,2,312,2
9155,15,1,8,193,4
9156,20,1,2,219,1
9157,35,4,2,313,1
9158,11,1,8,170,6
9159,20,1,8,219,20
9160,11,1,8,207,7
9161,44,1,2,376,17
9162,11,1,8,187,2
9163,11,1,8,195,2
9164,35,2,2,313,1
9165,35,2,2,314,3
9166,11,1,8,195,7
9167,20,1,2,134,1
9168,18,1,10,320,1
9169,54,4,2,362,2
9170,35,2,2,312,3
9171,20,1,8,219,8
9172,20,1,2,134,1
9173,35,2,2,315,3
9174,35,2,2,312,24
9175,35,2,2,313,6
9176,32,4,8,280,2
9177,35,2,2,315,12
9178,11,1,8,161,1
9179,11,1,8,163,2
9180,15,2,8,203,2
9181,20,1,2,219,1
9182,35,2,2,312,5
9183,35,2,2,312,1
9184,15,1,8,201,4
9185,23,4,7,306,10
9186,11,1,8,171,2
9187,35,2,2,312,16
9188,47,1,2,285,271
9189,11,2,8,54,1
9190,15,1,8,203,75
9191,35,2,2,313,1
9192,35,2,2,312,2
9193,35,4,2,315,1
9194,15,2,8,203,30
9195,50,1,2,289,1
9196,13,1,8,273,21
9197,40,2,2,145,1
9198,15,1,8,203,9
9199,15,2,8,203,15
9200,15,1,8,203,128
9201,15,2,8,82,5
9202,35,1,2,358,1
9203,15,1,8,203,17
9204,35,2,2,310,29
9205,11,2,8,68,1
9206,35,2,2,315,4
9207,35,2,2,312,2
9208,15,2,8,203,25
9209,29,1,9,217,2
9210,35,2,2,315,12
9211,34,2,2,232,1
9212,35,2,2,312,36
9213,35,2,2,312,1
9214,35,2,2,313,3
9215,11,2,8,54,2
9216,15,2,8,203,2
9217,11,1,8,191,4
9218,20,1,2,134,1
9219,24,1,2,318,1
9220,11,1,8,161,1
9221,15,2,8,203,10
9222,35,2,8,312,1
9223,15,1,8,203,8
9224,11,1,8,171,1
9225,11,1,8,170,1
9226,35,2,2,312,3
9227,11,1,8,171,4
9228,54,4,2,362,7
9229,11,1,8,71,1
9230,11,2,8,195,18
9231,11,1,8,201,1
9232,15,2,8,203,12
9233,15,1,8,203,56
9234,11,2,8,170,4
9235,11,1,8,170,4
9236,15,2,8,203,8
9237,35,2,2,314,62
9238,35,2,2,313,22
9239,15,1,8,193,30
9240,11,1,8,195,2
9241,35,2,2,312,1
9242,11,1,8,195,25
9243,23,1,7,306,1
9244,35,2,2,312,1
9245,11,1,8,202,2
9246,35,2,2,313,102
9247,35,2,2,315,2
9248,35,4,2,312,1
9249,20,1,2,219,1
9250,13,1,8,273,1
9251,35,1,8,354,2
9252,15,2,8,201,2
9253,11,2,8,191,3
9254,35,2,2,314,36
9255,15,1,8,203,30
9256,35,2,2,312,2
9257,20,1,2,219,1
9258,15,2,8,203,16
9259,15,1,8,203,10
9260,11,1,8,206,2
9261,35,2,2,316,110
9262,35,2,2,312,22
9263,15,2,8,203,24
9264,11,1,8,193,5
9265,35,1,8,313,1
9266,35,1,8,358,4
9267,35,2,2,315,4
9268,35,2,2,312,15
9269,35,2,2,312,11
9270,35,1,2,312,4
9271,13,1,8,273,1
9272,11,1,8,195,3
9273,35,2,2,312,15
9274,54,1,2,362,1
9275,35,1,2,358,1
9276,11,1,8,209,8
9277,15,2,8,203,32
9278,35,2,2,313,1
9279,35,4,2,315,1
9280,15,2,8,203,7
9281,11,1,8,170,1
9282,35,2,2,312,2
9283,11,1,8,170,5
9284,15,2,8,203,12
9285,35,2,2,314,61
9286,11,1,8,55,6
9287,15,1,8,193,6
9288,35,2,2,315,9
9289,54,2,8,201,7
9290,11,2,8,202,10
9291,35,2,2,312,3
9292,35,4,2,312,1
9293,35,4,2,312,1
9294,35,1,2,312,1
9295,20,1,2,134,1
9296,15,1,8,203,39
9297,35,2,2,312,2
9298,11,1,8,191,8
9299,11,2,8,44,1
9300,50,1,2,374,2
9301,15,2,8,203,15
9302,35,2,2,312,11
9303,15,1,8,203,6
9304,15,2,8,203,24
9305,15,2,8,203,14
9306,11,1,8,202,4
9307,13,1,6,345,2
9308,15,1,8,203,19
9309,11,1,8,195,4
9310,15,1,8,203,19
9311,11,2,8,87,1
9312,35,4,2,313,1
9313,35,1,2,301,1
9314,15,2,8,203,8
9315,11,1,8,170,1
9316,11,1,8,171,4
9317,15,2,8,172,1
9318,35,2,2,315,59
9319,15,1,8,203,44
9320,35,2,2,315,200
9321,35,2,2,310,33
9322,15,2,8,203,26
9323,23,4,7,306,13
9324,11,1,8,195,19
9325,35,2,2,312,35
9326,35,2,2,315,25
9327,35,2,2,313,10
9328,11,1,8,170,8
9329,13,1,8,273,2
9330,15,1,8,203,13
9331,35,1,2,301,1
9332,15,2,8,167,1
9333,15,1,8,201,17
9334,15,2,8,172,1
9335,35,2,2,315,15
9336,35,4,2,314,1
9337,35,2,2,312,9
9338,15,2,8,203,24
9339,18,1,10,345,1
9340,23,2,8,306,3
9341,11,4,8,181,1
9342,11,2,8,170,1
9343,35,2,2,312,2
9344,23,4,7,306,2
9345,15,1,8,201,13
9346,35,2,2,312,5
9347,15,2,8,203,20
9348,35,2,2,313,2
9349,35,2,2,312,3
9350,11,1,8,170,2
9351,10,4,3,154,1
9352,35,2,2,312,1
9353,35,2,2,312,1
9354,11,2,8,54,2
9355,35,4,2,301,2
9356,11,2,8,202,4
9357,40,1,8,162,3
9358,34,2,2,235,1
9359,15,1,8,203,18
9360,15,2,8,82,2
9361,23,1,8,306,1
9362,35,1,2,301,2
9363,11,1,8,170,3
9364,15,2,8,203,2
9365,35,2,2,315,9
9366,15,1,8,201,3
9367,35,2,2,312,7
9368,15,2,8,203,12
9369,35,2,2,315,4
9370,20,1,2,219,1
9371,10,5,3,153,2
9372,15,1,8,203,22
9373,39,1,8,383,15
9374,54,1,8,203,15
9375,15,2,8,203,30
9376,35,1,2,315,9
9377,11,2,8,195,18
9378,15,1,8,203,14
9379,32,1,8,280,11
9380,11,1,8,170,1
9381,35,2,8,312,1
9382,15,2,8,82,4
9383,35,2,2,312,3
9384,35,2,2,312,2
9385,35,2,2,312,4
9386,13,1,8,345,2
9387,11,1,8,195,1
9388,35,4,2,312,1
9389,35,2,2,312,6
9390,15,1,8,203,28
9391,15,1,8,193,2
9392,15,1,8,201,229
9393,35,2,2,314,77
9394,40,4,2,10,1
9395,11,1,8,54,2
9396,11,1,8,202,3
9397,44,4,2,376,5
9398,35,4,2,307,1
9399,15,2,8,82,5
9400,35,2,2,315,4
9401,11,2,8,171,2
9402,23,2,8,306,5
9403,11,1,8,195,17
9404,23,4,7,224,2
9405,35,2,2,312,9
9406,35,2,2,315,7
9407,54,1,8,203,82
9408,15,2,8,203,57
9409,11,1,8,101,405
9410,35,4,2,301,2
9411,15,1,8,203,51
9412,35,2,2,313,2
9413,15,1,8,203,14
9414,44,4,2,376,4
9415,35,2,2,314,5
9416,50,1,2,374,2
9417,35,2,2,315,13
9418,35,1,2,301,2
9419,35,1,2,301,1
9420,44,2,2,376,1
9421,11,1,8,209,6
9422,35,2,2,315,9
9423,11,1,8,170,5
9424,35,2,2,315,9
9425,15,2,8,203,3
9426,15,1,8,203,17
9427,35,4,2,312,1
9428,11,1,8,201,2
9429,35,2,2,312,2
9430,15,1,8,201,47
9431,35,4,2,312,1
9432,11,1,8,170,495
9433,35,1,2,301,1
9434,35,2,2,315,8
9435,35,4,2,312,1
9436,35,2,2,315,7
9437,35,2,2,312,2
9438,54,1,8,203,37
9439,15,1,8,203,47
9440,15,1,8,201,2
9441,35,2,2,315,5
9442,11,2,8,206,1
9443,11,2,8,54,1
9444,15,2,8,82,20
9445,15,1,8,82,2
9446,15,1,8,193,7
9447,35,2,2,312,42
9448,35,2,2,312,1
9449,35,2,2,312,5
9450,54,1,8,202,2
9451,35,2,2,312,61
9452,15,1,8,203,26
9453,35,2,2,315,20
9454,35,2,2,312,8
9455,15,1,8,203,27
9456,50,1,2,376,1
9457,15,2,8,82,8
9458,35,2,2,312,6
9459,11,2,8,68,1
9460,11,1,8,195,2
9461,42,2,2,283,1
9462,11,1,8,170,8
9463,35,2,2,312,14
9464,11,1,8,195,1
9465,35,2,2,312,1
9466,15,2,8,203,10
9467,11,1,8,54,2
9468,35,2,2,312,7
9469,11,1,8,195,3
9470,11,1,8,170,5
9471,11,1,8,85,2
9472,35,2,2,315,24
