id,sum_et,sum_st,sum_rt,sum_lf,sum_vol
10528,55,1,2,1273,5
10529,69,2,2,1078,8
10530,15,2,8,51,1
10531,11,1,8,226,3
10532,26,1,8,627,20
10533,11,2,8,181,1
10534,26,1,8,830,35
10535,11,1,8,68,2
10536,15,2,8,285,31
10537,11,1,8,226,32
10538,11,1,8,292,90
10539,26,1,8,264,7
10540,86,1,2,1318,28
10541,69,2,2,1076,8
10542,65,1,10,892,14
10543,69,2,2,544,17
10544,80,2,10,1032,12
10545,69,1,8,285,36
10546,26,1,8,346,7
10547,15,2,8,82,18
10548,26,1,8,830,39
10549,86,4,2,744,4
10550,89,1,2,2053,11
10551,23,4,7,306,1
10552,69,2,2,544,28
10553,15,2,8,549,21
10554,26,1,8,71,3
10555,34,2,2,468,2
10556,69,2,2,1624,21
10557,69,2,2,1640,54
10558,55,1,2,1054,4
10559,24,1,14,341,4
10560,69,2,2,544,7
10561,26,1,8,281,3
10562,69,2,2,771,4
10563,69,1,8,549,125
10564,69,2,2,4116,568
10565,35,4,2,619,2
10566,69,2,2,1093,21
10567,69,2,2,544,5
10568,11,1,8,261,9
10569,69,2,2,1624,13
10570,69,2,2,1408,10
10571,11,1,8,268,81
10572,15,2,8,162,29
10573,11,1,8,226,19
10574,15,2,8,285,33
10575,15,2,8,285,14
10576,80,2,10,1259,5
10577,69,2,2,1397,20
10578,38,2,2,555,2
10579,69,2,2,1624,6
10580,11,2,8,73,1
10581,129,1,2,1693,15
10582,26,1,8,566,23
10583,86,1,2,1318,65
10584,11,1,8,268,4
10585,56,2,15,883,20
10586,55,1,2,654,3
10587,69,2,2,544,2
10588,26,1,8,627,8
10589,15,2,8,153,29
10590,69,2,2,1399,27
10591,15,2,8,285,52
10592,73,1,10,261,7
10593,69,2,2,3875,21
10594,11,1,8,238,5
10595,31,1,10,579,5
10596,69,2,2,544,114
10597,80,1,10,830,36
10598,13,1,8,278,6
10599,11,1,8,292,6
10600,26,1,8,218,4
10601,69,2,2,1698,41
10602,69,2,2,771,6
10603,24,1,14,592,6
10604,11,1,8,268,8
10605,69,2,2,1410,11
10606,11,1,8,171,1
10607,11,1,8,283,17
10608,291,1,2,3499,87
10609,29,1,18,841,13
10610,11,1,8,238,8
10611,69,2,2,1397,22
10612,69,2,2,544,22
10613,69,2,2,544,12
10614,15,2,8,285,10
10615,11,1,8,224,6
10616,69,2,2,544,2
10617,55,1,2,654,3
10618,56,2,15,883,5
10619,69,2,2,544,2
10620,69,2,2,544,52
10621,24,1,14,565,8
10622,11,1,8,252,2
10623,69,2,2,1078,9
10624,89,1,2,875,4
10625,22,4,7,303,1
10626,56,1,15,582,3
10627,69,2,2,2716,10
10628,11,1,8,54,11
10629,89,1,2,1600,12
10630,69,2,2,1164,4
10631,54,5,2,360,1
10632,65,2,10,226,3
10633,22,4,7,303,1
10634,69,2,2,544,10
10635,69,2,2,544,2
10636,15,2,8,71,2
10637,20,1,2,134,1
10638,34,2,2,235,1
10639,110,1,2,1252,12
10640,26,1,8,566,71
10641,26,1,8,549,80
10642,15,2,8,285,94
10643,69,2,2,1090,16
10644,69,2,2,1640,94
10645,11,2,8,73,2
10646,56,4,15,1105,43
10647,69,2,2,1090,9
10648,69,2,2,544,12
10649,69,2,2,1076,4
10650,69,2,2,2174,67
10651,20,1,2,134,1
10652,11,1,8,224,12
10653,47,1,21,870,13
10654,30,5,9,351,8
10655,20,1,2,353,2
10656,34,2,2,459,2
10657,11,2,8,55,1
10658,11,1,8,170,1
10659,11,1,8,268,17
10660,69,2,2,548,53
10661,26,1,8,657,168
10662,69,2,2,550,485
10663,69,2,2,1090,212
10664,11,1,8,80,1
10665,26,1,8,549,144
10666,26,1,8,545,14
10667,15,2,8,285,51
10668,35,4,2,625,2
10669,179,1,2,2357,118
10670,32,4,8,280,1
10671,11,1,8,54,1
10672,69,2,2,544,56
10673,69,2,2,1096,8
10674,86,1,2,1318,41
10675,15,2,8,285,28
10676,15,2,8,365,24
10677,69,2,2,1078,4
10678,80,2,10,1122,10
10679,69,2,2,544,30
10680,28,1,8,420,17
10681,15,2,8,285,27
10682,35,4,2,312,1
10683,69,2,2,544,4
10684,20,1,2,134,1
10685,26,1,8,281,3
10686,24,1,14,341,4
10687,69,2,2,2158,18
10688,69,1,8,285,10
10689,11,1,8,170,1
10690,69,2,2,1947,29
10691,15,2,8,82,16
10692,69,2,2,1172,4
10693,69,2,2,522,2
10694,26,1,8,777,71
10695,15,2,8,285,12
10696,25,1,12,292,28
10697,31,1,16,958,5
10698,65,1,14,240,9
10699,11,1,8,224,5
10700,69,2,2,544,2
10701,69,2,2,2947,36
10702,11,1,8,81,4
10703,11,1,8,226,10
10704,24,1,14,865,5
10705,69,2,2,544,8
10706,11,2,8,181,1
10707,69,2,2,2482,286
10708,11,1,8,784,126
10709,69,2,2,1078,10
10710,23,1,10,678,6
10711,69,2,2,1090,4
10712,11,2,8,268,2
10713,69,2,10,281,5
10714,34,2,2,459,2
10715,11,1,8,222,4
10716,55,1,2,654,3
10717,69,2,8,285,9
10718,11,2,8,54,1
10719,69,2,2,544,8
10720,35,4,2,312,1
10721,15,2,8,285,12
10722,26,1,8,71,7
10723,31,1,10,315,2
10724,11,1,8,296,4
10725,89,1,2,875,4
10726,11,1,8,268,2
10727,11,2,8,224,4
10728,11,1,8,87,1
10729,15,2,8,285,14
10730,69,2,2,1090,7
10731,35,4,2,312,1
10732,35,4,2,314,1
10733,69,2,2,1630,188
10734,11,1,8,531,6
10735,69,2,2,544,2
10736,69,2,2,2174,36
10737,69,2,2,544,50
10738,69,2,2,544,4
10739,15,2,8,363,14
10740,11,1,8,74,1
10741,11,2,8,55,1
10742,11,1,8,483,3
10743,69,2,2,544,16
10744,35,1,10,683,92
10745,69,2,2,544,2
10746,69,2,2,544,6
10747,11,1,8,268,2
10748,11,2,8,54,1
10749,69,2,2,1076,126
10750,15,2,8,285,53
10751,15,2,8,285,31
10752,69,2,2,851,6
10753,69,2,2,1939,203
10754,26,1,8,549,31
10755,11,1,8,224,3
10756,15,2,8,285,33
10757,11,1,8,377,87
10758,11,2,8,199,5
10759,11,2,8,73,1
10760,69,2,2,1076,10
10761,11,1,8,224,2
10762,15,2,8,264,4
10763,69,2,2,851,7
10764,69,2,2,1640,12
10765,15,2,8,285,14
10766,26,1,8,264,5
10767,35,4,2,312,1
10768,11,1,8,170,8
10769,69,2,2,1405,372
10770,15,2,8,285,36
10771,15,2,8,281,4
10772,69,2,2,2174,20
10773,69,2,2,1405,7
10774,69,2,2,1078,4
10775,42,1,24,832,6
10776,69,2,2,544,2
10777,11,1,8,202,1
10778,69,2,2,1616,6
10779,69,2,2,1624,44
10780,11,2,8,54,1
10781,69,2,2,1078,12
10782,11,1,8,68,4
10783,15,2,8,82,8
10784,15,2,8,285,29
10785,11,4,8,55,1
10786,80,1,8,264,3
10787,11,2,8,204,3
10788,65,2,10,55,1
10789,69,2,2,1640,43
10790,26,1,8,285,76
10791,69,2,2,1405,8
10792,89,1,2,1953,14
10793,69,2,2,1624,6
10794,31,1,10,739,47
10795,15,2,8,617,41
10796,38,1,17,387,4
10797,26,1,8,549,24
10798,56,2,15,782,4
10799,59,1,9,482,5
10800,129,1,2,1983,138
10801,35,4,2,1246,4
10802,11,1,8,54,1
10803,15,2,8,82,10
10804,56,1,2,656,3
10805,35,4,2,312,2
10806,11,1,8,122,2
10807,69,2,2,544,39
10808,80,1,10,1139,591
10809,129,1,2,1693,5
10810,69,2,2,544,12
10811,20,1,2,353,2
10812,24,1,14,865,4
10813,80,1,10,281,4
10814,11,2,8,54,1
10815,86,1,2,1318,26
10816,26,1,8,281,7
10817,69,2,2,1640,45
10818,15,2,8,153,3
10819,69,2,2,1005,8
10820,11,1,8,509,6
10821,35,4,2,313,1
10822,11,1,8,532,17
10823,34,2,2,459,2
10824,11,2,8,283,8
10825,69,2,2,534,15
10826,11,1,8,226,11
10827,15,2,8,285,31
10828,11,2,8,353,22
10829,26,1,8,228,5
10830,116,1,10,2202,59
10831,69,2,2,2493,140
10832,11,1,8,202,1
10833,34,2,2,459,2
10834,11,1,8,171,1
10835,15,2,8,162,2
10836,129,1,2,2352,146
10837,11,1,8,226,7
10838,11,1,8,54,5
10839,11,2,8,224,12
10840,11,1,8,226,16
10841,26,1,8,281,17
10842,15,2,8,138,4
10843,80,1,10,748,4
10844,11,1,8,270,11
10845,69,2,2,544,11
10846,26,1,8,218,11
10847,69,2,2,544,37
10848,69,2,2,2174,26
10849,34,2,2,468,2
10850,31,1,10,634,4
10851,45,1,14,563,6
10852,69,2,2,544,122
10853,69,2,2,544,14
10854,34,2,2,459,2
10855,179,1,2,2357,39
10856,15,2,8,549,89
10857,15,2,8,566,40
10858,69,2,2,1092,4
10859,65,1,10,201,1
10860,69,2,2,1626,17
10861,35,4,2,1730,10
10862,69,2,2,1090,7
10863,69,2,2,544,6
10864,26,1,8,285,10
10865,11,4,8,54,1
10866,20,1,2,353,2
10867,26,1,8,285,34
10868,11,1,8,62,2
10869,26,1,8,285,10
10870,65,1,10,766,4
10871,26,1,8,566,25
10872,69,2,2,1640,56
10873,20,1,2,353,2
10874,26,1,8,830,51
10875,69,2,2,544,3
10876,69,2,2,544,3
10877,69,2,2,1078,4
10878,15,2,8,285,55
10879,69,2,2,1078,6
10880,69,2,2,1640,20
10881,45,4,7,1056,4
10882,15,2,8,566,48
10883,69,2,2,544,2
10884,11,2,8,44,1
10885,11,2,8,268,2
10886,26,1,8,513,22
10887,26,1,8,566,62
10888,26,1,8,264,2
10889,69,2,2,544,24
10890,11,2,8,68,1
10891,34,2,2,459,2
10892,11,2,8,68,2
10893,69,2,2,863,4
10894,69,2,2,858,6
10895,15,2,8,285,3
10896,15,2,8,285,17
10897,129,1,2,1693,22
10898,11,1,8,226,4
10899,11,1,8,254,3
10900,69,2,2,1086,57
10901,11,2,8,268,2
10902,26,1,8,285,14
10903,34,2,2,234,1
10904,20,1,2,134,1
10905,65,1,10,226,2
10906,54,1,2,720,2
10907,86,1,9,880,6
10908,69,2,2,544,22
10909,35,4,2,312,1
10910,11,1,8,268,14
10911,35,4,2,312,2
10912,11,1,8,204,2
10913,26,1,8,281,4
10914,69,2,2,544,2
10915,69,2,2,544,12
10916,11,2,8,479,8
10917,11,1,8,226,4
10918,11,1,8,195,2
10919,69,2,2,1094,243
10920,69,2,2,1640,26
10921,26,1,8,228,164
10922,11,1,8,270,4
10923,69,2,2,1630,6
10924,11,2,8,296,4
10925,11,1,8,224,5
10926,25,1,12,163,1
10927,35,4,2,1015,4
10928,26,1,8,566,49
10929,11,1,8,268,7
10930,69,2,2,522,3
10931,26,1,8,278,9
10932,11,1,8,226,34
10933,80,1,10,549,41
10934,26,1,8,549,55
10935,69,2,2,544,2
10936,11,1,8,261,72
10937,15,2,8,285,8
10938,11,1,8,224,202
10939,11,1,8,224,3
10940,20,1,2,353,2
10941,11,1,8,268,4
10942,11,1,8,281,2
10943,11,1,8,376,5
10944,26,1,8,566,40
10945,20,1,2,134,1
10946,69,2,2,1717,33
10947,26,1,8,285,60
10948,34,2,2,459,2
10949,69,2,2,544,8
10950,11,1,8,283,6
10951,69,2,2,544,12
10952,35,4,2,619,2
10953,69,2,2,544,2
10954,22,4,7,302,1
10955,69,2,2,544,4
10956,69,2,2,1947,7
10957,11,2,8,268,2
10958,24,1,14,686,3
10959,69,2,2,544,12
10960,11,1,8,812,8
10961,20,1,2,134,1
10962,38,1,12,562,7
10963,69,2,2,544,5
10964,55,1,2,1367,11
10965,69,2,2,851,3
10966,23,4,7,306,2
10967,69,2,2,544,63
10968,16,1,8,564,30
10969,50,1,2,663,6
10970,26,1,8,281,2
10971,15,2,8,285,13
10972,25,1,12,224,9
10973,69,2,2,1640,16
10974,25,2,12,170,1
10975,69,2,2,544,2
10976,35,4,2,312,1
10977,20,1,2,353,2
10978,69,2,2,851,11
10979,26,1,8,346,29
10980,15,2,8,285,48
10981,20,1,2,353,2
10982,69,2,2,771,8
10983,56,2,15,603,10
10984,11,1,8,128,2
10985,15,2,8,281,2
10986,26,1,8,285,6
10987,24,1,14,865,8
10988,11,1,8,170,1
10989,69,2,2,1624,20
10990,69,1,10,356,16
10991,69,2,2,1078,47
10992,11,1,8,54,2
10993,26,1,8,151,5
10994,11,1,8,224,20
10995,65,1,10,224,2
10996,26,1,8,566,25
10997,26,1,8,544,31
10998,80,1,10,264,50
10999,35,4,2,619,2
11000,89,1,2,875,4
11001,11,1,8,544,9
11002,69,2,2,2158,13
11003,69,2,2,1939,123
11004,15,2,8,285,34
11005,26,1,8,566,36
11006,41,2,17,540,8
11007,35,4,2,619,2
11008,11,1,8,325,10
11009,35,4,2,312,1
11010,20,1,2,353,2
11011,69,2,2,2251,72
11012,15,2,8,365,45
11013,34,2,2,465,2
11014,34,2,2,221,1
11015,11,1,8,68,2
11016,15,2,8,622,47
11017,26,1,8,264,4
11018,69,2,2,1092,63
11019,11,1,8,294,5
11020,24,1,14,497,3
11021,26,1,8,830,58
11022,69,2,2,544,33
11023,20,1,2,353,2
11024,35,4,2,619,2
11025,11,2,8,73,1
11026,26,1,8,549,79
11027,32,4,8,280,1
11028,104,1,10,585,3
11029,11,2,8,199,2
11030,26,1,8,264,11
11031,15,2,8,285,18
11032,24,1,14,592,103
11033,69,2,2,1169,253
11034,69,2,2,544,20
11035,69,2,2,544,2
11036,69,2,2,544,18
11037,15,2,8,566,12
11038,69,2,2,4336,36
11039,11,2,8,115,2
11040,69,2,2,544,4
11041,11,1,8,224,4
11042,129,1,2,1693,7
11043,69,2,2,1090,154
11044,69,2,2,1078,4
11045,69,2,2,544,15
11046,11,1,8,283,6
11047,69,2,2,847,18
11048,15,2,8,356,32
11049,55,1,2,654,3
11050,69,2,2,1640,29
11051,38,1,18,690,5
11052,35,4,2,1247,4
11053,15,2,8,285,12
11054,11,2,8,70,2
11055,81,1,27,2089,37
11056,86,1,2,1318,6
11057,35,4,2,619,2
11058,20,1,2,353,2
11059,30,5,9,133,8
11060,11,2,8,54,2
11061,11,1,8,268,6
11062,24,1,14,1089,32
11063,11,2,8,54,2
11064,69,2,2,1012,4
11065,80,1,8,310,15
11066,69,2,2,1076,98
11067,69,2,2,1479,10
11068,69,2,2,1078,4
11069,15,2,8,285,41
11070,23,4,7,306,2
11071,25,1,12,210,11
11072,69,2,2,544,9
11073,11,1,8,226,41
11074,69,2,2,1640,22
11075,15,2,8,285,8
11076,37,5,12,393,2
11077,69,2,2,1096,4
11078,129,1,2,1983,82
11079,69,2,2,3043,124
11080,69,2,2,544,12
11081,69,2,2,1090,52
11082,15,2,8,285,10
11083,69,2,2,2174,18
11084,20,1,2,353,2
11085,69,2,2,1096,17
11086,11,1,8,268,39
11087,26,1,8,538,34
11088,15,2,8,285,7
11089,69,2,2,544,8
11090,56,2,15,1071,10
11091,129,2,2,1692,30
11092,15,2,8,285,7
11093,26,1,8,795,218
11094,20,1,2,353,2
11095,69,2,2,544,4
11096,11,4,8,54,4
11097,76,1,2,882,5
11098,35,4,2,619,2
11099,11,2,8,55,3
11100,15,2,8,285,22
11101,11,1,8,54,1
11102,11,4,8,54,2
11103,20,1,2,134,1
11104,69,2,2,522,2
11105,15,2,8,68,1
11106,69,2,2,544,9
11107,26,1,8,566,27
11108,26,1,8,549,63
11109,69,1,10,285,15
11110,69,2,2,1640,19
11111,11,1,8,53,2
11112,11,1,8,283,6
11113,11,1,8,54,5
11114,15,2,8,285,4
11115,89,1,2,1953,34
11116,11,1,8,224,2
11117,69,2,2,548,63
11118,69,2,2,548,4
11119,15,2,8,285,16
11120,65,1,10,238,2
11121,69,2,2,544,9
11122,23,4,7,529,6
11123,69,2,2,548,2
11124,11,2,8,261,6
11125,69,2,2,544,2
11126,11,1,8,70,6
11127,15,2,8,285,12
11128,20,1,2,353,2
11129,15,2,8,365,7
11130,24,1,14,520,8
11131,35,4,2,312,1
11132,11,2,8,47,1
11133,15,2,8,285,15
11134,11,1,8,292,12
11135,69,2,2,2174,26
11136,20,1,2,353,2
11137,11,1,8,54,1
11138,26,1,8,356,108
11139,26,1,8,549,461
11140,48,1,19,739,24
11141,11,1,8,170,1
11142,11,1,8,226,14
11143,69,2,2,1076,94
11144,26,1,8,264,7
11145,80,1,10,549,153
11146,26,1,8,264,24
11147,11,1,8,261,4
11148,174,1,2,2654,100
11149,69,2,2,2166,161
11150,69,2,2,2097,12
11151,89,1,2,1286,8
11152,35,4,2,312,1
11153,11,2,8,55,2
11154,15,2,8,285,14
11155,69,2,2,2174,159
11156,95,1,13,601,14
11157,11,2,8,261,3
11158,11,2,8,270,2
11159,20,1,2,353,2
11160,11,1,8,261,14
11161,26,1,8,545,9
11162,27,5,9,319,1
11163,35,4,2,301,1
11164,69,2,2,544,36
11165,69,2,2,550,226
11166,11,2,8,73,1
11167,35,4,2,619,2
11168,35,4,2,625,2
11169,11,1,8,509,10
11170,35,4,2,312,1
11171,129,1,2,1983,28
11172,69,2,2,544,14
11173,11,1,8,270,2
11174,31,1,9,944,29
11175,69,2,2,1239,7
11176,69,2,2,544,21
11177,69,2,2,544,7
11178,15,2,8,285,27
11179,26,1,8,346,31
11180,69,2,2,1715,8
11181,11,1,8,588,31
11182,11,1,8,170,7
11183,11,1,8,204,2
11184,26,1,8,285,31
11185,69,2,2,2174,44
11186,69,1,8,82,10
11187,11,1,8,224,20
11188,174,1,2,2654,191
11189,26,1,8,555,21
11190,69,2,2,1092,10
11191,69,2,2,2174,99
11192,11,1,8,218,5
11193,179,1,2,2067,7
11194,11,1,8,224,4
11195,11,1,8,268,6
11196,69,2,2,544,15
11197,69,2,2,1076,6
11198,24,1,14,341,2
11199,15,2,8,285,29
11200,56,1,2,974,4
11201,11,1,8,319,314
11202,35,4,2,932,3
11203,69,2,2,544,2
11204,11,2,8,268,7
11205,129,2,2,1692,13
11206,11,1,8,226,8
11207,26,1,8,566,46
11208,26,1,8,657,53
11209,69,2,2,2712,223
11210,11,1,8,226,5
11211,11,1,8,224,4
11212,89,1,2,1198,15
11213,69,2,2,2174,24
11214,35,4,2,313,2
11215,24,1,14,497,4
11216,69,1,8,356,93
11217,15,2,8,285,4
11218,15,2,8,285,16
11219,55,1,2,654,19
11220,11,1,8,268,11
11221,69,1,10,365,20
11222,20,1,2,353,4
11223,69,2,2,544,7
11224,15,2,8,80,2
11225,11,1,8,226,7
11226,69,2,2,544,20
11227,69,2,2,544,5
11228,69,2,2,544,8
11229,35,4,2,1028,10
11230,11,1,8,268,14
11231,11,1,8,182,1
11232,89,1,2,1505,14
11233,11,1,8,268,15
11234,69,2,2,1934,201
11235,74,1,2,353,2
11236,26,1,8,285,21
11237,15,2,8,285,9
11238,20,1,2,134,2
11239,11,1,8,352,7
11240,15,2,8,285,23
11241,69,2,2,544,2
11242,80,1,10,193,2
11243,11,2,8,54,8
11244,11,1,8,226,3
11245,20,1,2,353,2
11246,26,1,8,285,24
11247,69,2,2,544,44
11248,69,2,2,544,7
11249,15,2,8,285,30
11250,69,2,2,544,8
11251,11,1,8,337,10
11252,15,2,8,285,38
11253,25,1,12,224,6
11254,69,2,2,1405,364
11255,15,2,8,285,14
11256,11,1,8,551,17
11257,15,2,8,285,7
11258,69,2,2,544,22
11259,67,1,2,789,4
11260,15,2,8,285,69
11261,11,1,8,55,1
11262,15,2,8,549,28
11263,15,2,8,566,21
11264,25,2,12,54,1
11265,11,2,8,238,4
11266,60,1,25,1368,17
11267,69,2,2,1698,6
11268,15,2,8,285,14
11269,35,4,2,619,2
11270,69,2,2,522,9
11271,24,1,14,865,9
11272,35,4,2,619,2
11273,69,2,2,1630,7
11274,69,2,2,1092,4
11275,54,4,2,722,5
11276,15,2,8,285,20
11277,11,2,8,204,2
11278,69,2,2,851,7
11279,69,2,2,544,14
11280,23,4,7,529,2
11281,11,1,8,238,2
11282,69,2,2,544,43
11283,69,2,2,1096,113
11284,15,2,8,71,5
11285,11,1,8,292,9
11286,15,2,8,82,7
11287,69,2,2,544,10
11288,69,2,2,2174,10
11289,20,1,2,353,2
11290,286,1,2,3115,99
11291,24,1,14,520,17
11292,11,1,8,224,7
11293,11,2,8,268,24
11294,35,4,2,312,2
11295,50,1,2,289,1
11296,69,2,2,1391,6
11297,11,1,8,515,13
11298,11,2,8,68,1
11299,11,2,8,268,4
11300,69,2,2,1948,58
11301,35,4,2,939,4
11302,11,1,8,292,4
11303,69,2,2,1650,33
11304,11,2,8,261,6
11305,69,2,2,1399,6
11306,69,2,2,1640,221
11307,15,2,8,353,16
11308,20,1,2,353,2
11309,15,2,8,285,85
11310,69,2,2,546,2
11311,26,1,8,513,34
11312,69,2,2,1405,5
11313,11,1,8,268,2
11314,69,2,2,1078,10
11315,69,2,2,1624,13
11316,15,2,8,285,13
11317,11,1,8,285,6
11318,69,2,2,1956,86
11319,42,4,2,368,1
11320,15,2,8,285,32
11321,26,1,8,310,6
11322,26,1,8,281,2
11323,35,4,2,312,1
11324,31,1,10,579,14
11325,11,1,8,170,2
11326,89,1,2,1600,16
11327,69,2,2,1086,10
11328,26,1,8,629,53
11329,20,1,2,353,2
11330,15,2,8,218,2
11331,69,2,2,544,28
11332,69,2,2,1640,24
11333,69,2,2,1389,5
11334,69,2,2,544,22
11335,69,2,2,548,60
11336,69,2,2,1405,58
11337,15,2,8,285,23
11338,20,1,2,134,1
11339,54,4,2,722,2
11340,35,4,2,312,7
11341,15,2,8,285,22
11342,69,2,2,1096,4
11343,11,1,8,268,9
11344,69,2,2,1947,45
11345,11,1,8,292,5
11346,26,1,8,153,20
11347,69,2,10,80,1
11348,11,2,8,296,6
11349,55,1,2,654,5
11350,69,2,2,1090,5
11351,20,1,2,353,2
11352,35,1,10,638,10
11353,18,1,5,193,2
11354,15,2,8,80,1
11355,129,1,2,1693,21
11356,11,1,8,224,5
11357,15,2,8,285,66
11358,11,1,8,268,11
11359,55,1,2,654,3
11360,69,2,2,544,12
11361,69,2,2,1408,7
11362,69,2,2,548,2
11363,69,1,8,82,32
11364,26,1,8,566,26
11365,11,1,8,268,8
11366,15,2,8,228,2
11367,15,2,8,82,2
11368,43,1,8,504,13
11369,11,2,8,239,2
11370,69,2,2,548,59
11371,15,2,8,162,6
11372,25,1,12,170,4
11373,69,2,2,1407,5
11374,179,1,2,2357,63
11375,11,1,8,281,2
11376,69,2,2,1092,24
11377,11,1,8,170,4
11378,55,1,2,654,5
11379,69,2,2,544,2
11380,69,2,2,548,2
11381,69,2,2,861,6
11382,11,1,8,224,2
11383,54,1,2,812,11
11384,69,2,2,544,7
11385,69,1,10,285,12
11386,69,2,2,1705,6
11387,69,2,2,544,12
11388,11,2,8,181,1
11389,69,2,2,544,24
11390,11,2,8,42,2
11391,69,2,2,1947,52
11392,69,2,2,1644,29
11393,69,2,2,546,8
11394,15,2,8,433,55
11395,11,2,8,224,5
11396,69,2,2,544,2
11397,15,2,8,285,17
11398,15,2,8,285,23
11399,69,2,2,2146,43
11400,11,1,8,226,2
11401,89,1,2,2542,14
11402,69,2,2,2491,104
11403,15,2,8,82,7
11404,15,2,8,285,60
11405,11,1,8,55,1
11406,34,2,2,232,1
11407,69,2,2,544,10
11408,26,1,8,566,49
11409,69,2,2,544,2
11410,15,2,8,285,3
11411,24,1,14,327,2
11412,69,2,2,544,48
11413,35,4,2,312,1
11414,69,2,2,544,28
11415,54,4,2,722,3
11416,69,2,2,544,51
11417,69,2,2,544,25
11418,69,2,2,544,103
11419,15,2,8,436,28
11420,69,2,2,544,82
11421,31,1,10,1165,12
11422,69,2,2,1946,47
11423,24,1,14,865,22
11424,69,2,2,1948,162
11425,11,1,8,224,8
11426,15,2,8,285,40
11427,11,1,8,268,2
11428,69,2,2,1640,14
11429,11,1,8,270,86
11430,89,1,2,1309,27
11431,11,1,8,226,5
11432,54,5,2,360,2
11433,69,2,2,858,10
11434,179,1,2,2067,29
11435,11,1,8,292,5
11436,20,1,2,353,2
11437,26,1,8,642,33
11438,11,1,8,268,5
11439,11,2,8,261,9
11440,89,1,2,1953,8
11441,15,2,8,285,14
11442,129,1,2,1983,104
11443,69,2,2,1094,54
11444,26,1,8,281,18
11445,35,4,2,932,5
11446,11,1,8,224,5
11447,69,2,2,544,2
11448,11,2,8,338,5
11449,45,4,7,611,7
11450,11,1,8,68,1
11451,11,2,8,195,2
11452,26,1,8,830,30
11453,11,1,8,520,9
11454,20,1,2,353,2
11455,69,2,2,861,7
11456,15,2,8,285,4
11457,42,1,24,902,8
11458,31,1,10,579,6
11459,11,1,8,270,4
11460,26,1,8,549,50
11461,11,1,8,170,1
11462,55,1,2,654,7
11463,69,2,2,1640,544
11464,26,1,8,566,14
11465,69,2,2,546,4
11466,21,2,9,80,2
11467,11,1,8,268,14
11468,26,1,8,285,10
11469,89,1,2,2599,19
11470,69,2,2,1405,88
11471,69,2,2,1640,15
11472,26,1,8,830,36
11473,20,1,2,353,2
11474,32,1,10,581,15
11475,11,1,8,268,101
11476,69,2,2,544,36
11477,69,2,2,2249,454
11478,24,1,14,910,24
11479,69,2,2,1398,104
11480,69,2,2,1640,17
11481,34,2,2,232,1
11482,20,1,2,134,1
11483,11,1,8,87,1
11484,69,2,2,1327,7
11485,26,1,8,264,8
11486,69,2,2,544,123
11487,69,2,2,1078,10
11488,55,1,2,654,5
11489,43,1,8,572,13
11490,55,1,2,435,2
11491,69,2,2,544,2
11492,15,2,8,285,54
11493,100,1,10,1856,27
11494,69,2,2,548,27
11495,15,2,8,71,2
11496,21,1,11,283,4
11497,15,2,8,285,12
11498,26,1,8,316,24
11499,129,1,2,1983,20
11500,15,2,8,80,4
11501,26,1,8,354,51
11502,20,1,2,134,1
11503,11,1,8,268,9
11504,69,2,2,1717,23
11505,69,2,2,544,2
11506,69,2,2,1640,28
11507,69,2,2,544,12
11508,129,1,2,2228,33
11509,11,1,8,226,4
11510,11,1,8,283,8
11511,35,4,2,129,1
11512,11,2,8,87,2
11513,11,4,8,86,1
11514,26,1,8,830,93
11515,26,1,8,971,71
11516,55,1,2,654,3
11517,24,1,14,865,6
11518,11,1,8,238,2
11519,24,1,14,865,7
11520,11,1,8,68,1
11521,69,2,2,544,10
11522,52,1,10,1891,41
11523,35,4,2,312,1
11524,11,2,8,81,1
11525,11,1,8,593,4
11526,15,2,8,285,15
11527,11,1,8,270,10
11528,69,2,2,544,2
11529,69,2,2,546,16
11530,69,2,2,544,8
11531,11,1,8,54,1
11532,15,2,8,285,7
11533,56,2,15,883,7
11534,26,1,8,363,10
11535,11,1,8,224,3
11536,69,2,2,550,186
11537,11,1,8,224,2
11538,20,1,2,134,1
11539,26,1,8,285,23
11540,11,4,8,73,1
11541,69,2,2,851,3
11542,26,1,8,549,111
11543,11,2,8,377,24
11544,69,2,2,544,4
11545,11,1,8,224,5
11546,65,1,10,1411,108
11547,80,1,10,549,18
11548,80,1,10,1271,7
11549,20,1,2,134,1
11550,69,2,2,546,4
11551,11,1,8,226,2
11552,31,1,16,948,5
11553,69,2,2,544,6
11554,11,1,8,494,19
11555,11,1,8,195,2
11556,15,2,8,285,26
11557,54,4,2,722,2
11558,69,2,2,544,2
11559,26,1,8,281,3
11560,69,2,2,544,24
11561,15,2,8,82,44
11562,89,1,2,2857,49
11563,69,2,2,4896,200
11564,69,2,8,82,2
11565,15,2,8,82,2
11566,69,2,2,2168,15
11567,15,2,8,285,36
11568,69,2,2,544,6
11569,20,1,2,353,4
11570,129,1,2,1983,35
11571,69,2,2,544,6
11572,11,1,8,226,13
11573,69,2,2,544,4
11574,35,4,2,940,3
11575,69,2,2,851,5
11576,26,1,8,363,10
11577,15,2,8,68,12
11578,26,1,8,549,77
11579,26,1,8,566,40
11580,24,1,14,497,6
11581,26,1,8,281,11
11582,69,2,2,1078,4
11583,26,1,8,348,68
11584,69,2,2,546,8
